ID,utterance,situation
s001p001s02035967e02040123,good night.,_PROMPT_
s001p001s02040687e02040880,I may have said this before.,_REPEAT_
s001p001s02041177e02041370,no.,_FEEDBACK_
s001p001s02041580e02041730,maybe.,_FEEDBACK_
s001p001s02044243e02044353,perhaps.,_FEEDBACK_
s001p001s02044620e02044760,"Oh, of course.",_FEEDBACK_
s001p001s02045003e02045156,always.,_FEEDBACK_
s001p001s02045393e02045533,sometimes.,_FEEDBACK_
s001p001s02045703e02045833,never,_FEEDBACK_
s001p001s02050043e02050180,often.,_FEEDBACK_
s001p001s02050377e02050500,I do.,_FEEDBACK_
s001p001s02050756e02050887,I don't.,_FEEDBACK_
s001p001s02051250e02051447,I have no idea.,_OFF_TOPIC_
s001p001s02051887e02052010,I don't think so.,_FEEDBACK_
s001p001s02052487e02052707,Here's something you should really know.,_PROMPT_
s001p001s02053513e02053956,"that's a good question, but I want to make sure I tell you something else.",_OFF_TOPIC_
s001p001s02061573e02065060,"my name's lieutenant commander, David Barnhill. I'm an aviator in the United States Navy helicopter pilot by trade, but also fly drones. Uh, I've moved seven times since I've been in the Navy. Between training and operational deployments are duty stations. I graduated from the Naval Academy in 2005 with a degree in history and ah, minor and Russian language, which just shows that you do not need a technical major in order to be a pilot.",_INTRO_
s001p002s00531320e00540310,"if you have a hard time listening Two people, whether their peers or subordinates or even superiors. Hopefully, that's not the case. Um, you know, if you have the luxury of it, one thing you could potentially do you have someone come with you or be with you to listen to these things? Uh, so let's say if a subordinate has a problem, they want to come to you to talk about it. Uh, you might want to bring in your chief for senior chief or whoever works for in that capacity toe. Listen as well. And then maybe you can give the subordinate good answer to begin with. But at least you have someone else who is listening that can give you a different perspective on, Really, Perhaps maybe to understand what they're saying Or, you know, they could put a different framework or something like that. Said it could be one strategy that could help you","If you have trouble listening well, what strategies can help you listen well?"
s001p002s00542630e00542803,Hello.,_PROMPT_
s001p002s00543290e00543517,it's nice to meet you.,_FEEDBACK_
s001p002s00543903e00544180,I don't really have an opinion on that.,_OFF_TOPIC_
s001p002s00544447e00544653,I hope so.,_FEEDBACK_
s001p002s00544867e00545053,I'm sorry.,_FEEDBACK_
s001p002s00545317e00545570,I'm sorry to hear that.,_FEEDBACK_
s001p002s00550170e00550483,I noticed that you didn't ask anything there.,_PROMPT_
s001p002s00552487e00552897,You got to ask me something in order to get a response.,_PROMPT_
s001p002s00553113e00553256,Thank you.,_FEEDBACK_
s001p002s00553490e00553687,I understand that.,_FEEDBACK_
s001p002s00554000e00554240,I went through something similar.,_FEEDBACK_
s001p002s00554563e00554847,I am not sure.,_OFF_TOPIC_
s001p002s00555137e00555343,I can't quite hear you.,_OFF_TOPIC_
s001p002s00555750e00555987,I don't understand.,_OFF_TOPIC_
s001p002s00560477e00560740,Can you repeat that?,_PROMPT_
s001p002s00561100e00561407,I don't have an answer for that.,_OFF_TOPIC_
s001p002s00561663e00561927,Can you ask me something else?,_PROMPT_
s001p002s00562597e00563090,it would help if you could keep the questions short and simple.,_OFF_TOPIC_
s001p002s00563350e00563627,Can you rephrase the question?,_OFF_TOPIC_
s001p002s00564060e00564293,I cannot predict the future.,_FEEDBACK_
s001p002s00564747e00565037,I don't want to speculate about the future.,_FEEDBACK_
s001p002s00565447e00565697,I don't know what that is.,_OFF_TOPIC_
s001p002s00570007e00570187,I don't know who that is.,_OFF_TOPIC_
s001p002s00570510e00570770,I'm not gonna talk about that.,_OFF_TOPIC_
s001p002s00571120e00571353,I'm not here to talk about that.,_OFF_TOPIC_
s001p002s00572317e00572893,Can you please refrain from the use of profanity that this was very,_PROFANITY_
s001p002s00573903e00574487,"you might have heard about swearing like a sailor, but I can actually hurt your career.",_PROFANITY_
s001p002s00574687e00574913,anything else.,_PROMPT_
s001p003s01252627e01252940,I don't have enough information to talk about that.,_OFF_TOPIC_
s001p003s01253253e01253470,I do not have an answer for that.,_OFF_TOPIC_
s001p003s01254163e01254710,"That's a great question. Unfortunately, I never recorded an answer for that.",_OFF_TOPIC_
s001p003s01255200e01255530,That's a great question. I wish I'd thought of that.,_OFF_TOPIC_
s001p003s01260213e01260613,"That's a great question, but unfortunately I don't have an answer right now.",_OFF_TOPIC_
s001p003s01261123e01261443,"Unfortunately, I was never asked that question.",_OFF_TOPIC_
s001p003s01261950e01262233,you might have to ask me something else.,_OFF_TOPIC_
s001p003s01262670e01262850,What do you want to talk about?,_PROMPT_
s001p003s01263233e01263413,What would you like to ask me?,_PROMPT_
s001p003s01263890e01264027,What do you want to know?,_PROMPT_
s001p003s01264470e01264710,What do you want to know about me?,_PROMPT_
s001p003s01265150e01265407,What do you want to know about leadership?,_PROMPT_
s001p003s01270097e01270460,he could ask for tips about your first month is a leader.,_PROMPT_
s001p003s01271260e01271633,you could ask me about my preferred leadership strategy.,_PROMPT_
s001p003s01272507e01272860,you could ask me about getting your life set up for a big move.,_PROMPT_
s001p003s01273690e01274110,you could ask me about serious problems like sexual harassment or suicide.,_PROMPT_
s001p003s01274593e01274840,you could ask me about my job in the Navy.,_PROMPT_
s001p003s01275213e01275403,you could ask me about my background.,_PROMPT_
s001p003s01275983e01280360,Go ahead. Ask me about who gave me the best advice about my career.,_PROMPT_
s001p003s01281133e01281356,I might have covered this already.,_REPEAT_
s001p003s01282193e01282617,this changes quickly. So what I tell you today might not be true tomorrow.,_PROMPT_
s001p003s01283317e01283723,I would recommend talking to someone local who might know more.,_PROMPT_
s001p003s01284610e01285180,"I did a lot of technical training in the Navy, so you can ask me about what skills I learned.",_PROMPT_
s001p003s01290620e01290980,you can ask me about any failures I've had.,_PROMPT_
