ID,topics,text,question
carlos_A11_1_1,"Background,Navy","I started working, I think my first job I started as a, after high school, I started working as a file clerk at a lawyer's office.  Knew I didn't want to do that as a career, and I joined the marine corps about a couple months later and that's when I started supporting the Navy.  But I was a Marine my whole career after that and I was about 18-19.","When did you start working with the Navy?

What year did you join the Navy?

When did you sign up for the military?

When did you begin serving?

When did you sign your Navy contract?

When did you start your Navy career?

when did you enlist?

what do you do in the navy?

what is your Navy job?"
carlos_A12_1_1,"Background,Navy","I'm currently serving the military, I retired in 2010, from the marine corps, but I'm still serving in the marines as a logistics lead on marine corps projects.","Are you currently serving in the military?

Are you currently in the Navy?

Are you in the Navy now?

Are you still in the Navy?

Are you still in the military?

Are you in the military now?

Did you leave the Navy?"
carlos_A13_1_1,"Background,Navy",My current position in my current employment is logistics lead.,"What is your current position?

What are you currently ranked?

What is your position in the Navy?

Are you high up in the Navy?

What is your position in the military?

Are you a boss in the Navy?"
carlos_A14_1_1,"JobSpecific,Navy","So how do I spend most of my time at work? I normally, when I get to work in the morning, I support the marine corps and I have a lot of customers or end users which we call in the Marine Corps.  Any issues I tend to provide solutions to their current problems and current issues. I have contracted supporting in Okinawa, Hawaii, California and the East Coast so I tend to get do a lot of communication with them ensuring that they're supporting the marines.","How do you spend most of your time at work?

How does your typical work day look like?

What takes most of your work time?

Is there anything that takes most of your work time?

How do you divide your work day?

What becomes of your work day?"
carlos_A15_1_1,"JobSpecific,Navy","Walking you through a typical day for me, I show up at work about 7:30, go to my computer I start reading my emails which normally provide me tasks for that day.  I answer those probably give me priorities in reference to what needs to be taken care of immediately and what can be done throughout the day or if not following days.  So once I build that lists of my current tasks for that day, Ialso have to give myself an opportunity to forecast what I'm going to do the next day.  So that starts my day, once those lists are developed then I start communicating with my customers or the end users out to the marine corps, throughout the country, and at times in what we call Oconus, which is overseas, and I communicate with them ensuring that they're getting the tools, the gear that they need to continue training or providing support as needed.","Describe the work you do on a typical day?

What is a regular day like?

What is a typical day like in the Navy?

What do you do on a normal day?

What are you daily responsibilities?

Is the work the same every day?

Is every day the same?

tell me about your job in the navy.

what was your job like in the Navy?

What's your day-to-day?"
carlos_A16_1_1,"JobSpecific,Navy","How many hours do I normally spend on a typical day a week? I try to balance myself, I think it's important to try to balance your quality of life with your work so we're required to do forty hours a week, that's an eight hour day, normally I might spend one or two hours it depends if one of my customers in Okinawa since their hours are shifted to the right, different time zones.  I support a couple extra hours if I have to do direct communication with them but normally forty hours.  Again, you get a good balance of quality of life, I try to always focus on ensuring that they equal up.","How many hours do you work in a typical day or week?

What are your hours like?

What are your work hours?

How much do you work while in the Navy?

How many hours do you work?

What does an average day in the navy look like?"
carlos_A17_1_1,"JobSpecific,Navy","What kind of problems I normally deal with at the job? Almost all of my problems have always been because of lack of communication. So what happens is a customer needs something and I have people a place at�various locations providing that support and the customer might feel that he's not receiving that support. So, normally I'll get the phone call asking there's an issue or informing me of an issue. I immediately communicate with my person on site and bring the customer and that person together. Again, every issue I've ever had, had to do with a lack of communication.","What kinds of problems do you deal with?

Can you tell the kind of problems you face at your work?

List all the problems you face

Is there a variety of problems that your work entails?

What kind of challenges do you deal with?

What problems do you solve?"
carlos_A18_1_1,"JobSpecific,Navy","Decisions that I make on a daily basis, normally they have to do with contracting, providing government support at a certain location, contracting support at a certain location and helping the customer determine a solution for an issue they might have.","What kinds of decisions do you make in your career on a daily basis?

Can you enumerate the kind of decisions that you take on a typical work day?

List the kind of decisions you face every day?

When kind of situations require you to take a call?

What type of decision making does your work entail?"
carlos_A19_1_1,"JobSpecific,Navy, Positive","Major benefit to doing the line of work that I do, a logistics management allows me want to support the customers now that I previously worked with. I still get to visit a lot of those customers that I had built a relationship with over the last thirty years and of course there's a feeling of purpose  to what I do which is important.","What are the major benefits of doing this kind of work?

What are the positives of the Navy?

What positives came out of your work?

Why is the Navy a good option?

What benefits are there to joining the Navy?

Is this work any good?

Is this a good profession?

What do you like about the Navy?

Tell me something you like about the navy.

why do you like your job?

why should I join the Navy?

what is good about going into the Navy?

what are the benefits of being in the navy?

i want to know about the navy

what's your job in the navy like?"
carlos_A20_1_1,"JobSpecific,Navy, Negative","The major negatives of doing the job I do, it's very hard to come up with with a negative because I really enjoy what I do.�The fact is the challenges that I get when I'm informed of a problem so to get the opportunity to be challenged and come up with a solution for the guys that I'm supporting or the the marines. So, at the end of day I can't find a negative. Again the positive, I get paid to do something I love to do.","What are the major negatives of doing this kind of work?

What are the cons of serving in the Navy?

Are there negatives to the Navy?

What bad things are there in the Navy?

Why shouldn't I join the Navy?

What can happen in the Navy that is a bad thing?

What is the worst thing about doing your job in the Navy?

tell me what you don't like about the Navy.

Is there anything you don't like about your job?

What do you like least about the Navy?

What did you sacrifice for the Navy?

so you didn't like the Navy?

What did you sacrifice for the military?"
carlos_A21_1_1,"Challenges, Fit, Lifestyle,Navy","The main things that a new employee would have to adjust to is being able to be flexible. I think specially for someone in my line of work or logistics, I provide services, I provide computers and I provide equipment to the marines and at the needs of the marine corps. When they need it I get it there. So, sometimes they need it today so my flexibility or new employees ability to be able to be flexible enough to to ramp up in and get that to our customer or the marines is very important.","What are the main things that new employees must learn and adjust to?

What do you have to adjust to when joining?

Is it difficult to adjust to the Navy lifestyle?

How do you adjust to a Navy career?

Is adjustment to the Navy way easy or hard?

What did you have to get used to in the Navy?

Are new skills required to survive in a STEM field in the Navy

Was adjusting to the Navy tough?

Was the first year hard?"
carlos_A22_1_1,"Travel,Navy","I normally travel about ten percent of the time in a year. Normally, I take up a week or five days every one or two months. But I can travel more if I had to. Again, communication is important in my field and being able to relate with my customer means being there and being able to talk to them face to face vice over the phone.","How much travel do you do in a year?

How much do you travel while serving?

Does the Navy allow you to travel?

Do you get to see other countries if you join the Navy?

How often do you get to travel in the Navy?

Did you get tired of traveling?

Do you want more travelling or less?

Do active duty people travel more than reserves?

Do Navy personnel complain about travelling?

Can you get out of travelling?"
carlos_A23_1_1,"Lifestyle,Navy","For me, to be able to adjust to this lifestyle especially for the one that I came from which was the marine corps.�A high pace, always�on the road, deployments that means going overseas for an extended amount of time. This is a little bit slower pace for me but for the average person coming into this job again the amazing part is the professionalism that you're gonna experience in these positions and especially when you are supporting the war fighter or our marines.","What lifestyle changes does your work involve?(frequent travel, irregular hours, family difficulties etc)

How does the Navy impact your lifestyle?

Does the Navy largely affect the way you live?

Is the Navy lifestyle difficult?

How is the Navy lifestyle different?

How's Navy life different?

What's Navy life like?"
carlos_A24_1_1,"Management,Navy","The most important people in our in our life line a worker�are in the industry today. I tend to focus of course to me, my customer is always the most important person. Especially understanding their frame of mind is important in order for me to get that gear to them in order to ensure that I give them the right solution. But in our industry, I tend to focus on lot of the companies that are doing logistics very well UPS, Amazon, even the post office to an extent. Those are�important to me to understand. I read a lot of their the books that talk about that industry and if they can do it, they do it right Amazon does it maybe I can learn from them.","Who are the most important people in the industry today?

Who are the highest Navy officials?

Who is important in the Navy?

Who are your superiors?

Who is the highest ranking in the Navy?"
carlos_A25_1_1,"JobSpecific, STEM,Navy","So the overall goals of our organization, don't want to say they change but our leadership especially in the government side  is very fluent. Normally the commanding officer, our CEO�who is the commanding officer comes in. He's no different than in a company's boss and he gives us the company's goal or re-iterates to previous goals but at the end of day they're always about supporting our customer and they tend to evolve sometimes in our organization as we start learning and and accepting new customers and our line of work.","To what extent will I understand the overall goals of the work I am doing?

Do you understand the goals of your work?

Are the goals of your work clear?

Does your work further an overall goal?

What is the overall goal of your work?

How does your work support the mission?

How does your work support the Navy?"
carlos_A26_1_1,Lifestyle,"I don't bring home  work as much as I used to. It's important to be available for your customer and especially in our line of work. My customers in Okinawa Japan due to time difference might call me late at night, I would answer.�But I try to balance work with my personal life it is very point we do that.","How often do you ever take work home with you?

Does your work take away your personal life?

Does your work affect your private time?

Do you take work home with you in the Navy?

Is your free time dedicated to the Navy?

How much free time do you use for your Navy work?

Is being in the Navy a 24/7 job?

Are you always on call in the Navy?

How often did you get to go home?"
carlos_A27_1_1,"Opportunities,Navy","How much turnover in our line of work is dependent on the customers we are bringing in to support. In the government's side there's not a lot of turnover, a lot of people coming to the government and they'll spend thirty years supporting or in the same line of work maybe change offices but at the end of day they're still a government employee. They might turn over in projects I myself have been doing it for about seven years.","How much turnover is there in this job?

Does the Navy have a high turnover rate?

Do people usually leave the Navy after their term has ended?

Do people often leave the Navy?

Do people like to stay in the Navy?

Do people extend their stay in the Navy?

How many people extend their Navy contracts?"
carlos_A28_1_1,"JobSpecific, Benefits,Navy","The line of work that I'm currently�in, logistics management supporting the marine corps project is pretty stable. I have been doing it for about seven years.","How stable is the employment here?

Is Navy employment stable?

Does the Navy offer job security?

Can you get fired from the Navy?

Will I have to worry about job security in the Navy?

Will I always have a job if I'm in the Navy?

Can I get fired from the Navy?"
carlos_A29_1_1,"JobSpecific, Opportunities,Navy","I have an opportunity in my�current line of work, logistics management to tailor my work week by working from home once a week or on Fridays. Some other employees in the government have the opportunity to tell what we call ""tell-a-work"" on more than one day and we use that opportunity of course it saves a little bit on the gas. Also,  the office tends to have a little bit less traffic. And the work I do, I'm always on the phone communicating with my customers and on email so I can do that from home.","What opportunities do you have to alter your own work schedule?

Can you work your own hours in the Navy?

Can you choose when to work in the Navy?

Can you design your own work schedule in the Navy?

Can you decide what to do, when to do in the Navy?

Do I get to choose how to do my job in the Navy?

Do I get to choose my own tasks?"
carlos_A30_1_1,"Lifestyle,Navy, Negative","In my line of work there are some people that tend to feel they have high stress due to the customer who they're supporting. Again, I support the marine corps and those current marines are serving our country overseas and I always keep it back in my mind that they need that gear today and that they're fighting a war they protect me, this country. They're always are in the back of my mind and how can I get out there faster most of us tend to manage our time well which is very important. Time management�would ensure that some of that stress is managed.","How many members of this profession have high stress symptoms?

Is a Navy career stressful?

Are Navy members stressed?

How stressful is the job?

Do you suffer from stress in the Navy?

How many Navy people suffer from stress?"
carlos_A31_1_1,"Fit, Navy","So my current position as a logistics manager�if I decided that I didn't like doing what I was doing especially in the government, I have an opportunity to move on to another a project. I can support�another project,  I can actually do some other work on another a what we call competency I'm currently in the department where we provide logistic support. I can actually move to another department that might do a contracting or does a production so I have that flexibility to do that.","What happens if I find out I don�t like this line of work?

What if I don't like it?

What if I don't want to stay in the Navy after I get in?

What happens if I hate my Navy position?

Am I allowed to leave the Navy?

How do I get out?

How can I quit the Navy?

What if I don't want to stay in the Navy after I get in?"
carlos_A32_1_1,Opportunities,"So the�opportunities to change your current work or my current work or our current field is dependent on the level of education that you have a allowed.�That you have taken the full advantage on. Throughout my career, again I currently have a bachelor's degree I'm currently working on my next level of certification. The more education the more opportunities.","What opportunity would I have to change careers/fields?

Can you change positions in the Navy?

Will I have the choice to pivot careers?

Is my position set in stone in the Navy?

Can I switch positions in the Navy?

Can I switch careers?"
carlos_A33_1_1,"Jargon,Navy","When you first joined the marine corps in my case, you start as a recruit or an E-1. That's the first rank which is called a private and of course you spend some time in that grade during that rank and then you'll eventually be promoted and go to the next one. You�got Private, Private First-Class, Lance Corporal, Corporal and goes all the way up to of course General.","What is an E-1?

Can you tell me more about E-1?

What does E-1 mean?

Does navy has ranks for work and pay?

What is the navy grading system?

What does E-1 in navy signify?

Does E-1 mean anything specific that I should know about?"
carlos_A34_1_1,"Decisions, Education","So in the eleventh grade I decided that school was not important for me in my current situation. My current climate started taking me in a different direction, within that year again more situations, more on that current climate in Philadelphia. I started seeing friends going to path that something I didn't feel that I would be comfortable with and would cause more pain on my family. So, I met a recruiter a chance of bumping into or talking to a recruiter for the�marine corps and he gave me some information and said that I could be a marine. But I would have to go back to school and so I turned around and went back to school, finished eleventh grade then of course twelfth grade and then join the marine corps.","What brought you back into high school?

Can you tell the reason for coming back to high school?

Why did you continue high school?

What is the motive of continuing high school?

What made you take the call of continuing your high school?

Is there any specific reason for which you came back to hgh school?"
carlos_A35_1_1,"Decisions, Education","So during the time that I missed school, I think one year I might have missed sixty days almost two months. What�did I do? did what every other kid might do, we played hooky, we hung out at a friend's house. We didn't have Nintendo's or we didn't have iPhones or what not so we just walk downtown, took the train and then came back at the end of day.","What did you do when you skipped school?

What did you skip school for?

What made you skip school?

What did you do when you did not attend school?

Did you do anything after skipping school?

Did you skip school for something?"
carlos_A36_1_1,"Jargon,Navy","So the definition of logistics is providing material or labor. As a logistics manager, I provide services, provide material and I provide labor either myself, or other members in my team to our customers.","What is logistics?

Describe logistics?

Can you define logistics?

What do you mean by logistics?

Does logistics mean anything?

I want to know more about logistics?

I don't know what do you mean by logistics?"
carlos_A37_1_1,"Jargon,Navy","Support so you can look at support as if your teacher needed help and you help your teacher. That's exactly what I do, I help instead of my teachers I help my customers.","What is support?

Describe support?

Can you define support?

What do you mean by support?

Does support mean anything?

I want to know more about support?

I don't know what do you mean by support?"
carlos_A38_1_1,"JobSpecific,Navy","Other organizations that utilize logistics or provide logistics to the marine corps, we support the marine corps we provide logistic support to the marine corps. They do it to the United States of America they provide not only war fighting capabilities but also logistic support to other organizations within the United States. Walmart provides logistic support, the folks working at Walmart they provide goods or products to the shelves to the different stores throughout the country so you and I can shop and buy our milk bread and coffee.","What other organizations do logistics?

Who are your competitiors?

Are there any other organizations in to logistics?

Do you compete with other organizations on logistics?

Are you the only organization that does logistics for military?

What are the organizations that are in the same space as you?

List other such organizations that do logistics?"
carlos_A39_1_2,Background,"During my childhood, I spend the summers and Puerto Rico. So the interesting thing for me was I'm�billingual, I speak Spanish and English. So when I would go to Puerto Rico, I would speak of course Spanish and then when I was home, in the house we spoke Spanish and outside the house we spoke English.�I used to joke around with my friends that I was illiterate in two languages because when I was younger I don't think I spoke either of them well. Something I thought was very important as I got older. As I kept getting more education or what not I got better and better and something I ensured that my children understood completely. In fact, my kids actually speak English very well and they work on their Spanish most times. Its important for me and now they're working on their Spanish. But the question as far as Puerto Rico, its a part of me. I still go back every atleast�once or every two to three years and I still have family there so it's part of who I am so I go back often.","What is Puerto Rico like?

Tell me something about Puerto Rico?

I have never been to Puerto Rico, can you tell me more about it?

How is Puerto Rico as a place?

Can you tell me more about this place?

What is unique to Puerto Rico?

Describe Puerto Rico as a place?"
carlos_A40_1_2,Background,"So,I left new haven when I was around seven or eight years old and to tell you the truth I don't remember much of that period in my life. Which is yeah I remember glimpses and but most of the memories all are in Philadelphia. There's some memories in new haven and I also have family�back there. So we go visit our family out there but I don't have too many memories of new haven.","What is New Haven like?

Tell me something about New Haven?

I have never been to New Haven, can you tell me more about it?

How is New Haven as a place?

Can you tell me more about this place?

What is unique to New Haven?

Describe New Haven as a place?"
carlos_A41_1_2,Background,"Philadelphia was like, it's home my mother still lives there. I chose not to retire and go back and take my children to Philadelphia for my own reasons are my childhood we lived in our neighborhood we state our neighborhood the climate that I grew up is something I do want to bring my children into and�I�had options. When we left Connecticut or new haven and move to Philadelphia because we didn't have a choice but now that I have options I chose to bring my kids south to South Carolina","What is Philadelphia like?

Tell me something about Philadelphia?

I have never been to Philadelphia, can you tell me more about it?

How is Philadelphia as a place?

Can you tell me more about this place?

What is unique to Philadelphia?

Describe Philadelphia as a place?"
carlos_A42_1_2,Background,"So the environment that I grew up in Philadelphia something that I was used to so to me it was the norm. It was normal to see that we stayed in our neighborhood, it was normal to see the relationship between us and the other neighborhoods. Even the relationship between us and and authority figures so they were issues�with gangs in Philadelphia but that's something we grew up in","Did you have any problems with gangs in Philadelphia?

Did you face any problem with gangs in Philadelphia?

Does gang problem in Philadelphia really bad?

Did any gang harass you there?

Are gangs in Philadelphia a thing?

Have you ever faced a problem with gangs in Philadelphia?"
carlos_A43_1_2,"JobSpecific, STEM","Amazon is very good at doing logistics it's amazing how I can order something right now on my computer and have it delivered to my door the next day. Amazon prime who does it better? I think no one the ability to be able to see something on a computer know that's what you want and have it delivered straight to your door. That's what other businesses on failed to understand early on and now they are currently learning that and the only way to stay in business is do it like Amazon, that is logistics.","What does Amazon do with logistics?

How does Amazon's logistics work?

Can you comment on the logistics used by Amazon?

Do you know what Amazon do for the logistics?

How is Amazon managing logistics?

Do you have an idea of Amazon's logistics?"
carlos_A44_1_2,JobSpecific,"Different jobs that you can do in logistics. I'm currently shipping in and transportation. I provide my customer�a product. In this case he wants a drone I provide him, I package it and I ship it to the end user or our customer. That's one job you can do in logistics. Customer relations are being able to talk to a customer to figure out what do they need. Procurement, actually buying products through on internet on another stores Amazon.","What are different jobs that people do in logistics?

Tell me more about the kind of jobs that logistics has to offer?

What kind of roles can logistics provide?

Can you list all the roles that logistics provide?

Does logistics has a lot of roles to offer?

Can you list the kind of jobs logistics have?"
carlos_A45_1_2,Background,I speak Spanish pretty well again my parents are required me to speak Spanish in the house we weren't allowed to my mother spoke Spanish all the time. She speaks English but I rarely heard her speak English unless she was outside but in the house we were all required to speak Spanish so I speak it very well,"How well do you speak Spanish?

Do you know Spanish?

Is Spanish your mother tongue?

Are you comfortable speaking Spanish?

Do you count Spanish as your strong language?

Can you communicate well in Spanish?"
carlos_A46_1_2,Background,how may I estoy good also they should put out again you historical you also they they meet posing the seals. Which meant�that I am proud of of of my heritage mean Puerto Rican and I'm proud of my wife and my kids.,"Can you say something in Spanish?

Say something in Spanish, please?

Could you say something in Spanish?

How does Spanish sound like?

Can you say a phrase in Spanish?

Speak something in Spanish"
carlos_A47_1_2,Background,see your father was playing on,"Hablas espa�ol?

Hablas gachupin?

Do you speak Spanish?"
carlos_A48_2_1,Miscellaneous,not much just waiting for a question,"What's up?

What is up?

What is going on?

What are you up to?

What are you doing?

how's it hanging?"
carlos_A49_2_1,Miscellaneous,so currently the weather in goose creek or Charleston South Carolina is about seventy five degrees little bit windy but it's very good weather,"How is the weather?

What is the weather like?

Is it really bad outside?

Is it nice there?

What's the weather?

Is it warm outside?

Is it raining?

What is the weather like right now?"
carlos_A50_2_1,Miscellaneous,I'm doing very well thank you for asking,"How are you?

How are you doing?

Are you well?

How's it going?

How was your day?

are you happy?

how do you do?"
carlos_A51_2_1,"Miscellaneous, Background","I'm currently sitting at home in goose creek South Carolina that's about ten miles from Charleston, South Carolina","Where are you?

Where are you now?

Where do you currently live?

Which city are you in right now?

Are you in the US now?"
carlos_A52_2_1,Background,"My hobbies are like drones I�like flying, I have a DJI which I like flying high. I take it to a lot of my�STEM event. I'm starting to learn a little bit about CNC machine which allows me that drill different patterns on material","What are your hobbies?

What do you do for fun?

What are you interested in?

What do you do in your spare time?

What do you like to do?

do you play video games?

do you have any hobbies?"
carlos_A53_2_1,"JobSpecific, Jargon,Navy",A�logistics manager is someone who provide services or material to any end user or to a customer,"What is a logistics manager?

What does a logistics manager do?

What is the job of a logistics manager?

Can you tell more about a logistics manager?

I want to know more about the role of a logistics manager?"
carlos_A54_2_1,"Background, Family",I have two children one is nineteen years old currently attending the university of South Carolina and a fifteen year old or sixteen year old about to go on to�11th grade next year,"How many children do you have?

Do you have a children?

How many kids do you have?

Do you have kids?

Do you have a family?

How are your kids?"
carlos_A55_2_1,"Decisions, Background, Motivation",I joined the marine corps at that time out of necessity to do something more with my life,"Why did you join the Marines?

tell me why you are in the navy.

did you choose the Navy or was it forced on you?

why are in your current job?

why did you take this career path?

How did you choose the Navy?

what went into choosing your career in the Navy?

why did you join the navy?

was the Navy your first choice?

How did you decide to join the navy?

Why did you choose the military?

Why did you choose the Navy?

How did you decide you wanted to go into the navy?

What is your job today?

why did you choose your current job"
carlos_A56_2_1,"JobSpecific,Navy","being a marine is one of the highlights of my life. Something, the title I'm always going to carry. There's no such thing as a former marine you're always going to be a marine and I enjoyed it and now it's part of who I am today","Did you like the Marines?

Did you love your Marine days?

Did you like your time as a Marine?

Did you enjoy being a Marine?

Do you like the job of Marines?

Do you like what a marine does?"
carlos_A57_2_1,"JobSpecific,Navy","Had opportunity to travel with the marine corps to several places around the world of course Iraq and Afghanistan. I went to Italy, I went went to�Okinawa one of my favorite places to go Okinawa, Japan. I've been to Turkey, to Greece, to Rome. I had the opportunity to go see the leaning tower of Pisa. I got to go to Petra. So I've traveled the whole world","Where did you go with the Marines?

What places did you visit as a Marine?

What all places were you deployed at?

What are the place you visited as a Marine?



What places did you visit as part of duty?

What places did you get to see because of your deployment?"
carlos_A58_2_1,JobSpecific,"I love my job,�I enjoy my job because�I continue to serve the same people I served my whole career even in the marine corps. I served the American, the United States of America","Why do you love your job?

What makes you love your job?

Why do you like what you do?

Why do you enjoy what you do?

What is good about what you do?

What do you love about the Navy?

what do you like about the Navy?

do you like what you do?"
carlos_A59_2_1,Education,"Education has always been very important and it's amazing what I thought I didn't need I end up using. Math was a good example I remember one of my worst course at classes growing up was math something I focus on now with my children and they're very good at it but I barely was able to do fractions out of high school and then my first job in the marine corps was artillery and I needed to know the difference between quadrants and deflections. How do I get a hundred pound round thirty thousand meters downrange or eighteen miles and hit a target. Luckily for me, that the marine corps reiterated the importance of math in my life and something I've used my whole career from artillery to I have learned how to do predictions as an analyst for the marine corps in the long run.","Is education important?

Do you think education is important?

Why is education said to be important?

Is education needed?

Does being educated help you in life?

Do you think people should be education?

What is your opinion about the importance of education?"
carlos_A60_2_1,"JobSpecific,Navy","Artillery, there are several weapons used in the marine corps and done and the military which allow us to shoot direct or indirect that means line of sight and you can actually see the enemy or you can shoot to a predetermined spot in one case thirty thousand meters or about eighteen miles","What does artillery do?

What is the job of artillery?

What task does artillery perform?

Why is artillery important?

Can you tell the role of artillery?

What function does artilerry have?"
carlos_A61_2_1,"Misconceptions,Navy","So in my job you would assume that everything has already been done once especially logistics you're trying to get a solution for your customer. You're trying to get a piece of gear to Afghanistan, to Iraq into we've been out there for so long have we done it every day we do it before and can we do it again?�Well we're always out there trying to figure better and faster ways which in the end in itself will cause sometimes confusion, stress but again as we get better what we do we can get it to our customer and that's our lesson learned for the next opportunity","What gets romanticized about your career field that really isn't that great?

What is exaggerated about the Navy?

What do people think is good about your job that really sucks?

How is your job worse than what people think?"
carlos_A62_2_1,"Misconceptions,Navy","Misconceptions in my field some people might think it's simple it's easy do you need a degree to that to be a logistician? Not necessarily. It takes a certain type of person, someone who's one flexible all you have to have drive because at the end of the day you have a customer who wants some type of support some type of gear and you have to ensure that you get it to them in the right time so�one of the misconception has people think it it's easy but it's not","What are some of the common misconceptions about your field?

How are people fooled about what you do for a living?

Do people get the wrong idea about what you do?

What are the myths about what you do?

Do the movies and TV portray your job well?

Is you work as stressful as it is shown on TV?

can you swim?

Do you know how to swim?"
carlos_A63_2_1,"Misconceptions,Navy","When I first started doing logistics, when I first started it you tend to deal a lot with inventory and I saw myself constantly managing�inventory in a big warehouse well that eventually due to the education and my experience and drive allowed me to now go beyond that. And now my typical day requires me to communicate with my customer a lot more, I get to go on travel a lot more. I get to a deal with a lot different level of logistics than I would when I first started but it also comes with experience","What do you do now that is different from what you thought you would be doing?

What do you do now that is unique in relation to what you figured you would do?

How different is your actual job different from what you expected it to be?

Did everything work out the way you planned it to be?

Is there anything that you do now but never expected in the past?

Did anything that you do now would surprise your old self?"
carlos_A64_2_1,"JobSpecific,Navy","My workday has changed over my career dependent on the current job. In the marine corps�my work day was a twenty four hour work day, seven days a week. Sometimes I would deploy for six months and I will come home after being away from my family for six months and it was very difficult to balance quality of life with my profession. Now in this civilian position as logistics lead I can balance a lot better, eight hours at work and then what I have left over how would my family my weekends are free so we tend to do family orientated stuff","How did your work day change over your career?

Compare you day now to when you started?

Is you work day different now?

Did you like the way your work day used to be?

How has your work day changed over a period of time?

Has your work day changed over the years?"
carlos_A65_2_1,"JobSpecific,Navy",My view of this line of work continues to evolve and I think in a positive way it continues to grow. When I see people like Amazon do what they do so well. I want to employ that with my customers and that makes us better especially in the government. The better we do it  n the government are the better we do it in in the line of work that I do in in the business that I'm in the more benefits my customer so that's the importance of learning and applying what you're learning in in other fields,"How has your view of this line of work changed over time?

Have you changed your opinion about this line of work and if so, how?

Has your opinion of your job altered?

What about your attitude change concerning your profession?

Has your view of this work changed and how?"
