ID,utterance,situation
s001p012s00010513e00010707,I understand that.,_FEEDBACK_
s001p012s00011117e00011393,I went through something similar.,_FEEDBACK_
s001p012s00011843e00012017,I'm not sure.,_OFF_TOPIC_
s001p012s00013323e00013520,I can't hear you.,_OFF_TOPIC_
s001p012s00013983e00014160,I don't understand.,_OFF_TOPIC_
s001p012s00014480e00014693,Can you repeat that?,_PROMPT_
s001p012s00015217e00015437,I don't have an answer to that.,_OFF_TOPIC_
s001p012s00015967e00020237,Can you ask me something else?,_PROMPT_
s001p012s00020737e00021140,it would help if you keep the questions short and simple.,_OFF_TOPIC_
s001p012s00021580e00021817,Can you rephrase that question?,_OFF_TOPIC_
s001p012s00022443e00022683,I can't predict the future.,_FEEDBACK_
s001p012s00023250e00023560,I don't want to try to predict the future.,_FEEDBACK_
s001p012s00024033e00024260,I don't know that is.,_OFF_TOPIC_
s001p012s00024703e00025003,I don't know who that is.,_OFF_TOPIC_
s001p012s00025363e00025617,I'm not gonna talk about that.,_OFF_TOPIC_
s001p012s00030033e00030313,I'm not here to talk about that.,_OFF_TOPIC_
s001p012s00033117e00033420,would you talk to your mother like that?,_PROFANITY_
s001p012s00034147e00034656,you may have heard swearing like a sailor could hurt your career.,_PROFANITY_
s001p012s00034987e00035180,anything else.,_PROMPT_
s001p019s00004047e00004390,I don't have enough information to talk about that.,_OFF_TOPIC_
s001p019s00004980e00005333,I do not have an answer for that.,_OFF_TOPIC_
s001p019s00010970e00011547,"That is a great question. Unfortunately, I never recorded an answer to that.",_OFF_TOPIC_
s001p019s00012270e00012733,That is a great question. I wish I thought of that.,_OFF_TOPIC_
s001p019s00013573e00014077,"That is a great question. Unfortunately, I don't have an answer right now.",_OFF_TOPIC_
s001p019s00014937e00015310,"Unfortunately, I was never asked that question.",_OFF_TOPIC_
s001p019s00020160e00020507,you might have to ask me something else.,_OFF_TOPIC_
s001p019s00021153e00021447,What do you want to talk about?,_PROMPT_
s001p019s00022107e00022377,What would you like to ask me?,_PROMPT_
s001p019s00022890e00023227,What do you want to know?,_PROMPT_
s001p019s00023860e00024163,What do you want to know about me?,_PROMPT_
s001p019s00024773e00025140,What do you want to know about leadership?,_PROMPT_
s001p019s00030037e00030487,you could ask for tips with your first month as a leader.,_PROMPT_
s001p019s00031287e00031737,you can ask me about my go to leadership strategy.,_PROMPT_
s001p019s00032537e00033007,you can ask me about getting your life set up after a big move.,_PROMPT_
s001p019s00034583e00035290,"you can ask me seriously, problems like sexual assault or suicide risks.",_PROMPT_
s001p019s00035870e00040230,you can ask me about my job in the Navy.,_PROMPT_
s001p019s00040750e00041040,you can ask me about my background.,_PROMPT_
s001p019s00041803e00042287,"Go ahead, ask me who gave me the best advice about my career.",_PROMPT_
s001p019s00043300e00043887,this changes quickly. So what I tell you today might not be true tomorrow.,_PROMPT_
s001p019s00044847e00045330,I would recommend talking to someone local who might know more.,_PROMPT_
s001p019s00052093e00052763,"I've done a lot of professional training in the Navy, so you can ask me what skills I've learned.",_PROMPT_
s001p019s00054760e00055347,"I haven't always made perfect decisions, and you can ask me about any of the failures that I've had.",_PROMPT_
s001p026s00022693e00030483,"was my first tour of Afghanistan. There was a group of Marines who were the reservists from the middle of America. They were assigned as generated mechanics and different jobs, and and they got placed in a unit that was responsible for collecting. Uh, they're dead comrades their body parts and then do inventories and place them on a plane back to Dover to their family members. Ah, very difficult thing that they were not expecting to do. They did not have the training for but to understand that they were part of something much bigger, something that was going to be, uh, fruitful for the whole unit fruitful for the families.",_PROMPT_
