ID,utterance,situation
s001p007s00040920e00041303,you could ask me about my job in the Navy.,_PROMPT_
s001p007s00042037e00042373,you can ask me about my background.,_PROMPT_
s001p007s00043210e00043800,Go ahead. Ask me about who gave me the best advice about my career.,_PROMPT_
s001p007s00044370e00044763,I might have covered this already.,_REPEAT_
s001p007s00055820e00061007,this change is pretty quickly. So what I tell you today may change tomorrow. I recommend that you speak to someone locally.,_PROMPT_
s001p007s00073390e00074110,"I've did a lot of professional training in the Navy, so you can ask me about the skills that I've learned.",_PROMPT_
s001p007s00075033e00075787,"I haven't always make perfect decisions, so you can ask me about the failures that I've had.",_PROMPT_
s001p010s00000950e00010847,"Hello. My name is Senior Chief Celery Twitty. I've been in the Navy for 19 years. I am the senior listed leader here in San Jose, California I work at the Naval Operational Support Center. My job consists of taking care of sailors. That's what I like to do. I started out in Akron, Ohio, as a reservist, and I did the reserve time for two years. It was around 9 11, and I actually went active duty after that. I spent some time in Akron, Ohio, from their Ingleside, Texas. Uh, Jacksonville, Florida. Great Lakes. Illinois is back to boot camp, the Bureau of Medicine Surgery in Falls Church. And now I'm here in California. I am a single mother of six Children, five boys and one girl, and I have one granddaughter.",_INTRO_
s001p011s00000493e00023720,"Hello. My name is Senior Chief Celery Twitty. I've been in the Navy for 19 years. I'm actually stationed at Naval Operational Support Center, San Jose in California. My job here is to help sailors, something I've always loved to do. I have six Children, five boys and one girl and a granddaughter. I came in the Navy in Akron, Ohio, As a reservist. I did two years of reserve time after I did my reserve time. It was your 9 11. I went to boot camp in October. In boot camp. I did everything I was supposed to do. Graduated and from there on, I came back home and they re called me the active duty because of 9 11. What that mean was I was at the reserve center taking care of sailors ordering different supplies for them. I realized I want to do something different. So I went after duty, full time support. After coming on as an active duty sailor, I went to a ship in Ingleside, Texas. I was on the ship for three years. As a culinary specialist, I realized I wanted to change my rate to something different as well. So that's one of my commanding officer told me. He said, If you pass on your inspections outside, off on you, to change your rate took hospital Cormack. And that's exactly what I did from hospital. From from leaving the ship, I went directly to hospital course school. That's where I was the second class and hospital course school. I left there and went to our D. C. I went to Great Lakes, one of my favorite jobs being in our d. C. I went there like I said in the beginning, as a second class from there, I made first very quickly, and I left Great Lakes as a chief, which is one of the greatest milestones in my life. I am now here at Naval Operational Support Center here in San Jose, California and I am the senior enlisted leader. I spent a lot of time taking care of sailors taking care of my commanding officer and my excel",_BIO_LONG_
s001p016s00040640e00040970,Hello.,_PROMPT_
s001p016s00041256e00041603,it's nice to meet you.,_FEEDBACK_
s001p016s00042173e00042603,I don't really have an opinion on that.,_OFF_TOPIC_
s001p016s00043090e00043510,I hope so.,_FEEDBACK_
s001p016s00043927e00044223,I'm sorry.,_FEEDBACK_
s001p016s00044840e00045183,I'm sorry to hear that.,_FEEDBACK_
s001p016s00050093e00050456,I see you didn't ask anything there.,_PROMPT_
s001p016s00053173e00053717,you have to ask me something to get a response.,_PROMPT_
s001p016s00054170e00054467,Thank you.,_FEEDBACK_
s001p016s00054970e00055507,I understand that.,_FEEDBACK_
s001p016s00060093e00060617,I went through something similar. Yeah.,_FEEDBACK_
s001p016s00061156e00061437,I'm not sure.,_OFF_TOPIC_
s001p016s00062493e00062787,I can't hear you.,_OFF_TOPIC_
s001p016s00063510e00063850,I don't understand.,_OFF_TOPIC_
s001p016s00064690e00065193,"Can you repeat that, please?",_PROMPT_
s001p016s00065953e00070380,I don't have an answer for that. This happened.,_OFF_TOPIC_
s001p016s00071273e00071700,Can you ask me something else?,_PROMPT_
s001p016s00072537e00073187,you know it really help if you could keep the question short and simple.,_OFF_TOPIC_
s001p016s00073980e00074420,"Can you rephrase the question, please?",_OFF_TOPIC_
s001p016s00075700e00080173,e cannot predict the future.,_FEEDBACK_
s001p016s00081183e00081640,I did not want to speculate about the future.,_FEEDBACK_
s001p016s00082460e00082710,I don't know what that is.,_OFF_TOPIC_
s001p016s00083553e00084056,I don't know who that is.,_OFF_TOPIC_
s001p016s00084807e00085177,I'm not going to talk about that.,_OFF_TOPIC_
s001p016s00085923e00090433,"Unfortunately, I'm not here to talk about that.",_OFF_TOPIC_
s001p016s00092660e00093377,could you please? Referring from the use of profanity. Would you talk to your mother like that?,_PROFANITY_
s001p016s00101740e00102663,"you might have heard the sayings swearing like a sailor, but it will actually hurt your career.",_PROFANITY_
s001p016s00103053e00103380,anything else.,_PROMPT_
