ID,topics,text,question
s001p005s00213525e00221622,"JobSpecific,STEM","So So the major benefits of naval battery and naval officer training. It's a number one. You're you're taught to be self reliant. You're talk to be You've got to complete your mission with tools and the assets that you have tools on the assets that you mainly have are your two hands. One had one heart. Use those to you, buster. Your ability and you carry out your mission and you'll come home safe the end of the day.","What are the major benefits of doing this kind of work?
Is this a good profession?
Is this work any good?
Tell me something you like about the navy.
What are the positives of the Navy?
What benefits are there to joining the Navy?
What do you like about the Navy?
What positives came out of your work?
Why is the Navy a good option?
i want to know about the navy
what are the benefits of being in the navy?
what is good about going into the Navy?
what's your job in the navy like?
why do you like your job?
why should I join the Navy?"
s001p005s00222527e00234518,"JobSpecific,STEM","So with any job, with any profession, any career, there are going to be something. So one of the things up A night it is the long underway tours. So I thought I was away for, uh, 6 to 8 months. Once I was waiting even longer. My first child, my daughter, was born two weeks before my ship got underway for deployment. A little baby girl was born no bigger than my forearm, but her and her mother on a plane stay with her mother in Pebble Beach, California and I went and I deployed for 10 months. So sea duty. It is very hard not only on yourself on the family very hard, and that's one of things that you know. It's a it's a negative, but you've got to figure out a way to deal with that. And you've got to be very reticent about you know, your your your time there, and you've got to be very old bit with your spouse and with your family about what it takes to be a naval officer","What are the major negatives of doing this kind of work?
Are there negatives to the Navy?
Is there anything you don't like about your job?
What are the cons of serving in the Navy?
What bad things are there in the Navy?
What can happen in the Navy that is a bad thing?
What did you sacrifice for the Navy?
What did you sacrifice for the military?
What do you like least about the Navy?
What is the worst thing about doing your job in the Navy?
Why shouldn't I join the Navy?
so you didn't like the Navy?
tell me what you don't like about the Navy."
s001p005s00242014e00261813,JobSpecific,"So how much fat will do I do in a year? This this again would be broken up into. You know, when you're on a ship, you're not. You're underway with the ship and the ship travels. U percent don't travel too much when you're in ship's company on ship's company because you're traveling with trip. Now the ship get underway and go in the Western Pacific, where you go into the Mediterranean and you see all these ports. And that's a lot of great fun and a lot of great travel on it's still goes back to John Paul Jones and joined the Navy and see the world lives a lot of fun, a lot of travel. Are you traveling with your with your ship? Um, when you ensure duty, that could be different. That could be depending about where you go for your shore duty. Um, it could be a little more. There could be a lot of travel. Um, on one of my short tours, I was at the Naval Postgraduate School. I really didn't travel too much there. I did travel twice to do work associated with my thesis, so I had a thesis research. I travel a little bit. Thio Washington and to the Midwest for two sores, Um, for my other tour short tour. I was assigned to the Office of Military Affairs at the Central Television, and I did a lot of exercises. Well, these were worldwide global exercises, so, frankly, a lot of lot of travel there. So if you're looking forward to a lot of trouble when your shorty you want to look for an exercise shop, get you around and you'll get to go to a lot of conferences. A lot of exercise is a lot of travel, so it can be had. You can do a lot of travel or you can not do a lot of trouble. Depends on your choices that it depends on how you execute those choices.",How much travel do you do in a year?
s001p005s00265813e00285709,,"so, uh, short duty. Uh, you you could travel a lot or a little, depending upon the mission that the command that you were at, for instance, what was that? The Naval Postgraduate School was a junior officer. Um, I went out twice. One year following here. I went out three times, and that was for four days at most on each of those trips. As you're all sir. Later on, a Szmyd grade officer assigned to the also military affairs of the central tells us Agency I was an exercise actual, sir. On I would go to what they called was identified as the initial mid final planning conferences. These plenty conferences would be Monday through Friday. We're on a Friday, you travel days, work days in between, and I ran some 30 exercises in year, so that was quite a bit of travel that would be combined in there. Now, we had a lot of also goes back and forth that we were covering each other for all right. Said it was a fair bit of travel, but I was traveling about want maybe two weeks every month I was traveling for the CIA and doing my decisive ward back and forth. You could wind up doing that. I know off all their officers that traveled as much doing other jobs. And I know of officers that did Maur and other officers that did less. What? Again? It depends on the commands Mission of hours travel. You're actually warmed up. You do it.",How many times a year did you travel on shore duty?
s001p005s00291223e00302928,"JobSpecific,Motivation","So why do I love my job? I love my job. I love my country. And this Navy allowed me to the words of a father Are they joined the Navy and see the world? So I loved it because they may be allowed me. I was born in Brooklyn, New York. I've never been out of work before, joining maybe of the Naval Academy and and then going on to a special career being commissioned and let me see the world and go out there as a naval officer and represent our country to all the foreign countries that I invented. So I really loved traveling. I really loved learning and, uh, graduating and having a great job to go to, and they paid me to Do you have a great time and learn how to be a professional label? Awesome. And this is where Well, the ad says, it's a journey is a job. It's a career is a profession and a lifestyle. The naval officer was a great experience that I won't very much","Why do you love your job?
What do you love about the Navy?
What is good about what you do?
What makes you love your job?
Why do you enjoy what you do?
Why do you like what you do?
do you like what you do?
what do you like about the Navy?"
s001p005s00310720e00330317,"JobSpecific,Misconceptions","don't. Okay, So what gets romanticized about being in the Navy That that really isn't that great? So I'd have to say in my own in my own case, um, you know, trying to balance the good at the demands of being at sea with a family. And I had personally, you know, my daughter was born and I went away for the 1st 10 months of her life. And then I came back and I finished my seat, or I went to my short tour, and I qualified as an exile for ages cruisers, command of a small boy. My son was born and they wanted to send me back to have to see for another four years. So the radishes, um there at kind of a one off. At that point, I had done everything I wanted to do. I qualified for command. See, I had been there on the job. I've seen the world that I've been in every ocean on the planet, so I was not ready. I have the cheers between you know, my family and being my love, the Navy on I married my wife, so I decided to stay with the family. But I will say I did go into the reserves. I was able to finish out by 12 years in the reserves and have a 30 year career. So it gets hard. That's a decision that everyone has to make individually. Um, and there's no way around it. It's just a decision that you have to make when those trolls are born and you will have Children. Presumably, you know, in a 30 year career you may get married and have Children.","What gets romanticized about your career field that really isn't that great?
How is your job worse than what people think?
What do people think is good about your job that really sucks?
What is exaggerated about the Navy?"
s001p005s00332227e00345101,,"It's awesome. Common misconceptions about my field. I'll tell you. Very funny. Misconception. Um, when I was on my first ship as a lieutenant, we had a congressional delegation code. Come aboard the ship and the code out use civilians. Staffers that worked for Congressman were six congressmen and approximately 15 staffers. And two of the staffers thought that as naval officers and sailors, we didn't pay any taxes. Hey, that's it. Excuse me? Um, no, uh, car's been in fact, let me show you. And I got the disbursing officer, brought him into the conversation, brought out what's called a leave and earnings statement in L E s and showed it. Looks to me like New York state tax in the federal tax income tax that I have to pay. So that was that was rather interesting. Um, yes, we pay taxes well as the next citizen in our country. So that was That was a funny anecdote that always struck me for some reason that that they think the military doesn't pay things way. Do we try toe have a life just like our citizens that were protected","What are some of the common misconceptions about your field?
Do people get the wrong idea about what you do?
Do the movies and TV portray your job well?
Do you know how to swim?
How are people fooled about what you do for a living?
Is you work as stressful as it is shown on TV?
What are the myths about what you do?
can you swim?"
s001p005s00352426e00371417,"First Steps,JobSpecific","So what did I do in my career that was different for my earlier thoughts or time thinking about going into hello, I personally made up my mind to go into the maybe in the third grade on. You know, at that point, you have a lot of romanticism. You see all the movies of China at that time to John Wayne movies and the father sent, and it looks rather noble. It is a noble service. It is a noble calling. It is great job to go into, but the day to day of running a ship being with the division, Um, that is, shall we say, less romantic. The actual day today, in and out, Um, the years seem to There's no saying for mothers about years are short, but the days are long and so a day at sea is very long. But when you look back, they flash by in an instant and you recall your seats. I will say, you know one thing. You'll make a lot of good friendships along the way along your tour. Along your career, you'll always have one or two people that you will swear by for life that you'll still know. I know men and women from all my ships and the line see tours and short doors. Remember, you'll develop very, very fond friendships will carry you for your lifetime.",What do you do now that is different from what you thought you would be doing?
s001p005s00373825e00422705,JobSpecific,"s So how did my work day change over the life of my career? Um, I will say that as a divisional officer at sea at sea duty, um, my day entailed a lot of running around and inspecting, making sure equipment worked a lot of spot checks. Um, coming back as a department, The one thing that was that was different was, you know, now people are looking at you. So now all of a sudden is not 25. 30. There's, ah, 150 people that are looking to you for the answer. A za chief engineer. You know, there is only two times when I had hard casualties, where where the ship waas suffering from a major catastrophic casualty. And we were on the verge off what is known as being going cold and dark. And so at that point, when the cash Lee was called away and I had to get my transport myself, you know, very fast, very quickly. Down to the central control station CCs. Everyone's looking around, and at that point, it knows quite and everyone's looking at you. You're the man. Now that is different from being a divisional. That was the one time when all eyes go to you and it's your training, your sense, your knowledge or experience that you have to rely on is no one else at that boys. So that's the thing about sea duty. A CZ. Always as things are gonna change, things are gonna change between your divisional officer, the former head. But as a department head, you need to use your experience from your division. Also yours. What is it like? How is it gonna play out? Um, and then on on shore duty? I personally, as unsure, did in my first short tour, you know, I was a student, so that wasn't too taxing at the Naval Postgraduate School. I just had to push myself, too. Get my A's, you know, and push on through and learn as much as I could. Um, for instance, because the degree I had was National Security Affairs television Well, not qualify me later on for my second and final active duty short tour. And that was at the hospital to your affairs at Central Intelligence Agency. And so I had to rely on my knowledge, gained, uh, from years before at a post graduate school and on my operational experience, learn how to, uh, act, you know how to translate what the fleet is doing and how to use a fleet at the awesome military affairs at the Pentagon with C i A So you're doing doing Maur cerebral work? If you will, Uh, when you get to the higher ranks and you're trying to figure out, you know, when you're at it at a combatant command, you know what exactly we want to do with the missile force, What exactly we're going to do with this submarine force? Why are we going to deploy a ballistic submarine to the specifics right now? What are the Indians and the Pakistanis? Perhaps we don't need a submarine in the Pacific. Perhaps we needed in the Indian Ocean. That's the kind of thing that you do as a senior officer is. Make these recommendations. What is the art of the possible? You want to advise the civilians that air advising the National Command Authority in C. A. And that's what you're telling me? That's what you are being taught to do to be in the right position at the right time, with the right knowledge to advise national command authority on what","How did your work day change over your career?
Compare you day now to when you started?
Did you like the way your work day used to be?
Has your work day changed over the years?
How has your work day changed over a period of time?
Is you work day different now?"
s001p005s00435028e00463814,Relocating,"I moved 17 times in my baby seventies. It's a lot of ghosts. Frankly, before I was married, I I didn't have a care I would move anywhere to do to get the job. I wanted to be in California, all the shit those born and raised in Brooklyn. So I took the first ship I could find out of the West Coast. After that, the detailers would call me and say, You've done a bang up job and now we've got a tour for you on the USS Fife and the life was coming out of the yards in San Diego and going to your piece. Get your pants. So that was the change of whole port, which you may or may not experience again. Your your time. So the other. In my time, there was a lot of moving around. The idea of home standing and staying in one port really wasn't a tool that was available now. They tried to keep personnel in the whole court to minimize the amount of moves, but frankly, it can be done. It has done a lot for personnel that are assigned to you. Goose get to Seventh Fleet to fifth fleet once they move you out there, they like to keep you there so they'll move your back to Goto far ahead. Schools go to XO school. Good to see old school, but they'll send you right back to you. Kuska, um and or fifth fleet war out to six. Fleet in the med. So nice thing about that, uh, Homestake pieces. It's easier on the family staying hold. If you happen to be married, you're not married. You know pretty much you're gonna pack your seat back. You're kidding. Double where you where you want to go. And that's if you're if you're not married. But if you are married, this goes back to John. Paul Jones joins Navy in the world. If you're willing to travel, they will send. You don't want to travel. You can figure out a way to stay in the whole board. It's it's more walking around and finding a job before the detailers will work with you to keep you there if so desired. Personally, I I as I said, I moved 17 times like her a lot, so I I didn't have a problem","Where did you have to move in your career, and how did that change things each time?
Do orders to a new command disrupt your life?
Is change of station tough?
Tell me about you being transferred?"
s001p005s00474028e00512706,Career Mentoring,"So where do you think you're gonna be in five or 10 years? Okay, it's a It's an interesting question. What are you as divisional officer? Where you gonna be? His department head. Where you gonna be? His next? That's You have to be willing to travel to the job. This is an old saying. If you're ready to travel and the ship major squadron agent job, then detailers will move you to a ship to shore command that needs you. So how do you plan that career? Well, first you do the best that you can in your current job. Try to get the best fit. You can try to get that that no one off ex assigned to the ship's crew and move on to the next ship to the next job that you wanted to. Now you want to. So, for instance, right now, in my time way changed out from the P 3 to 8. And there were a lot of pilots that were trying to qualify for the P eight so they would go ahead and get tours that would send them two squadrons with Ph. If you went to a squadron. I didn't have a P eight and you were kind of, you know, telegraphing detail, that you were terminal and you were not going to make a transition. Well, this is the thing that it requires you Joo to think about your next career. Where do you want to go on the submarine side? Do you want to stay in? The boomers will just keep on doing boomers, ballistic SSB end the ballistic, missing tours or No, I want to do a fast attack. I walk fast attacks and you want to stay with fast attacks. Logical Wheatley. Different mission sets between the boomers and the fast attacks. Whoever stay out and do the ballistic missions in protection of the nation. Fast attacks are out looking a S w looking for other submarines defending the carriers, etcetera, etcetera. So it requires 44 on you. What do you want to do with your career? And then one of the things you want to do is while you're on your tour president who are doing a great job, you want to go ahead and find out as much information as you can. All right? Since you want to go ahead and talk to ah Boomer. Skipper, If you're fast that well, you're on a fast cycle. Or if you're on a boat, breathe and talk fast attack and vice versa. So one of the things is when you do come in from being out at sea, there's a tendency to goto four. Go to the four winds. And you know what? You really want to try to go to some of the command functions and try to go and see Talk about Hey, what is that? What is that squadron doing? What is that shit? Do it. Where? What's his? Ever. So that cruiser and that frigates and that, um new A L. C s ships coming out you want to find out is, and so they can tell you and shape where you'd like to go with your gut.","Where do you see yourself in 5 years? 10?
What are you going to do now?
What do you want to do next?
Where are you going to go now?
Where is your future going?
what will you do after college?
what will you do after the navy?
what will you do after you graduate?
where do you want to be in the next 2 years?"
s001p006s00001002e00015011,First Steps,"So what skills? What I like to have mastered before my profession. Um um Naval Academy. And so I learned a lot, and we had four years of practice, and we have summer cruises at the Naval Academy. That was very important to help me, uh, get along. I know that some while our fellow officers, um, they wish they had dunmore scuba to prepare for being a seal for to prepare them to be buds. Um, 80 years, there was some time at the academy that would've been available to me to go the flying club and a couple private pilot's license. No, I didn't do that for some of the shit driver recommend something like that. There are flying skills, if you could understand flying an aircraft, and that would be important also, because in this this day of drones, Okay, we're gonna be using drones in every aspect of naval warfare. So if you can learn to pilot a drone and have that type of experience under your belt and I know you'll be able to apply that and we didn't have it, I do not have that time that experience a technology available to me when I was growing up and just starting in my profession",What skills do you wish you had mastered before entering your profession?
s001p006s00020402e00033411,First Steps,"It was one question I would have asked earlier. Well, I did, Huh? I won't. That's not something I was never shy about asking questions. And frankly, I have been my my old man was a CV and World War two and my older brother Waas, possibly five, at a neighbor's cat. And while the old adage is never volunteer for anything in the military, one thing I never found any hesitation. I never had any hesitation about asking a few years. Ask me senior officer's questions because A they wanted to buy you a beer. Now it is by your coffee, Okay, but you want to go and ask a lot of questions because they have for gotten war. I have gotten more than you have learned to date. So if anything and we learned this mentoring session go as high students, there's somebody out there they have made their mistakes, would like to pass that knowledge on to you, and I would say, Do not be afraid to ask questions. There are no dumb questions. They literally are questions because someone has done it and they don't want you to make a mistake in the future.",What is one question you wished you asked earlier?
s001p006s00034717e00053516,First Steps,"so as a leader, how much more are you going to know about the goals of what you're doing? You are going to be pretty. You're going to be in the wardroom off your ship of your submarine of your squadron. You're going to have access to a lot of possible materials and understand admission. Envisioning the commanding officers stand wars, so you'll have a lot of access to that information. And then you gotta you gotta read, you've got a devour. You've got to understand it because all the people I'm asking you Hey, what are we doing today? Uh, we're refueling. Okay. Hey, we've got to get this water underway and embark on the Reagan. Um, so a lot of that is going to be so a lot of his class for Yes. Any ship movement is frankly, classified. Information goes back to World War two adage. Loose lips sink ships, so you're gonna have a lot of access to information. That is possible. Um, and then you have to remember to keep it classified and remember who you're talking to. Remember that there are parts of the ship that are skiff secret compartmented information facility. Okay. Combat and very much so. You know, the engineers are not cleared for classified information. It's outsiders all clear for information. You, as a leader, have to make sure you remember who you're talking to.","As a leader, how much more will I know about the overall goals of the work I am doing?"
s001p006s00054815e00070614,"Challenges,Military,Training","what was the most difficult part of my training? So I as a chief engineer, I chose the engineering halfway for my career. One of things about that is it's very much hands on and you have to learn the hands on. You have to see. I had to see it way had to do a lot of cutaways off the gas turbine engines to see what the airflow waas is and how you could generate the power to the gas turbine and how it goes from the gas turbine engine room all the way through the whole year, all way out to the propeller that moves the ship that you go from standing still to 32 knots at flank speed 32 knots in about 40 miles an hour. You could do that in under a minute. With a gas turbine ship. You've got to keep all that information in your head and how to do that. The same thing could be applied through cyber attacks for the operations officer for the cryptologist. How do you maintain you've got to go ahead","What was the most difficult part of your training?
Was it hard to learn what you learned?
was there a time when you had trouble learning a new skill?
what did you struggle with when joining the military?
what is the toughest thing to learn?
what was hard for you to learn for the Navy?
what was hard for you to master?"
s001p006s00075914e00094013,First Steps,"So if you're having a conflict in the first few days of the unit, is that normal? Maybe remember that there are two different fleets last week on the Pacific Fleet. So is it normal? Not particularly. But could there be differences? Most definitely. There are differences. And when you go from one squadron to another swatter, when you go from the training school to the actual deploy its water, Yeah, there's gonna be a little bit of a difference. And that's where using officer, junior or senior grade officer, You're just going to get acclimated in that first couple of days and understand. So one of these is that I would most definitely advise Okay, when you attempted to say, Well, we didn't do it on our last ship That way, that's true. But you're not on your ship. You're on. So you've got to adjust to your ship, and that's the thing I expect. Change. Expect there to be differences. You've got the skills to go ahead and perform. So remember, for the most part, all ships go. All planes go forward. We'll go for so you might be tempted. Do you think I didn't do that on my last ship. You know, your last ship, you don't do shit. And that's the way you're gonna perform on your new ship. Going forward on the journey protected a nation on the mission.","You are having a conflict in the first few days in your unit, Is that normal or no ?"
