What is A school?,a school is the initial training that join the members of the list them with a branch go to so my school was collections made a school %HESITATION whatever your rate is then you have a school and %HESITATION for initial people see school for a more advanced people so a schools can range from %HESITATION maybe a couple of weeks %HESITATION maybe several years mine was a about six months 
What is a rate?,a rate is basically a specialty that a military prison has so my rate is EMC electors in Spain on but you could have fire control man could have books was made so whatever you are go to a school for %HESITATION that's gonna be the term your rate for the rest of your military for 
What experience do you have with nuclear bombs?,so the nuclear question what experience do I have with nuclear bombs I don't have any %HESITATION any idea what they are I'd know kind of like those inside them because my job security deals with nuclear things %HESITATION but %HESITATION the new clear technology that's used to power and aircraft to go through the water is very different from the nuclear armed reaction that goes on inside a nuclear bomb now that's not to say that %HESITATION some people don't I was on an aircraft carrier which means that %HESITATION they're known nukes on an aircraft carrier however other tech %HESITATION nuclear technicians they go on submarines now we have %HESITATION so ballistic submarines so they're walking right beside those nuclear bombs falling trident's or yeah yeah I don't know anything about the submarine force have to ask 
What is deployment?,the point is the term that we use for when a ship goes away from their home station in America are worth in the form for somewhere and they go off someplace far and %HESITATION far away to fight a war to be closer to of the war that's happening so for instance %HESITATION my ship was in Washington the men in the state of Washington so we deployed he went away %HESITATION which meant that we had to pack up our clothes we had to you know put lots of food on the ship that's really say goodbye to our family and we went off %HESITATION Florida about a month to go over there and then we just swim around in the ocean %HESITATION we let you know planes coop of our out of the carrier to drop bombs and it's not like we're gonna come back anytime soon so we're there for maybe six months sometimes eight months sometimes nine months and then we returned home so that entire tour from the time that you pack up and move out there in the coming back that's called the plane 
How often have you been deployed?,I've been deployed three times I joined the navy when I was twenty one years old Alan into thousands and then I stayed there for eight years so the first two years were for school amendment the last six years %HESITATION that's the time I was on the aircraft here and during that time I went out to see deployment floor for six months each was six months been seven months in eight months I would into your sprints so in two years is possible on a one to point it six month time this was to come back for a year I'm sorry it's just come back for your house so six month deployment one and a half years you know I'm stationed at home six month deployment when you have your station so because in for six years I did three different 
What was 9-11 like for you?,nine eleven has a special place in my heart because I had just joined the navy I will I was in school %HESITATION when it happens %HESITATION does maybe first year that I was in I had seen a ship yet I didn't know what the military life outside of school was like on but I remember walking down the steps to %HESITATION so my roommate when he saw a woman both saw together the first Hoffman's actually I saw the second plane hit the first one had already been hit and how my roommate called in it's like Hey look at this so %HESITATION after it got started I remember that there was a little bit of fear that I had you know I do know how big this thing's going to be %HESITATION I deftly did know that there was a war that was about to be started but I did realize that that's when it finally hit me before I thought the military is a place that you go you learn some kind of job you have a nine to five job and %HESITATION fighting some things you work out a little bit but after nine eleven happened then I realized you know what I got on there this job that used to be done and I'm proud to be the one that's been in to do this about %HESITATION islands protect protection mode at that time that's what it meant to me nine eleven 
Why do you love your job?,so I'm particularly fond of the military I I joined when I was %HESITATION twenty one and so I didn't really have that many skills available to me I I graduated high school and it wasn't the best high school grad you know many people in the military are and %HESITATION the tri college for awhile and is very %HESITATION on and off again student %HESITATION I got a few laughs when I was there and because I was working two jobs at the time and you know my my my days pitiful so the military actually allowed me to how a semi regular life you know I come right in because taking care myself because I did have the support of my family on the military a welcome me with a job please stay us some cash in my pocket %HESITATION some a skill set and that pretty much of once once I got that grounding in I was able to be very independent very a self sustaining for a long time so it's kind of it's it's a pyramid that way %HESITATION so do I love the military %HESITATION you could say that I do know it's it's that thing that you know allow me to have a college education later on the thing that allowed me to save so much money in the home I think I'm doing pretty well for someone my age so as far as my job my job as electricians may I didn't it's not the job that I really wanted to do at the beginning I want to learn languages and %HESITATION you know travel the world live and on a nuclear technician who are really allowed to do that because you knew you have to stay on the continental United States so I can visit I can be stationed in Germany I can be stationed in France %HESITATION which you know really it was irritating for me %HESITATION and I I wasn't a very good engineer I I didn't have engineering mindset when I joined the military at first %HESITATION however I grew to love my job because %HESITATION between that they give you the make a real expert at it so once you find a job to do you start doing well and then you start getting the words %HESITATION you start learning more things on your own and and if it's I said you know I'd like Christians legislators were really cool it's one of the best job you can have in the military %HESITATION so I think it's a my lovely maybe comes from all that combines 
What gets romanticized about your career field that really isn't that great?,so I'd have to admit the military does a very good job of marketing itself %HESITATION to be very %HESITATION very tough very strong and very team oriented hug you you can drive down any street and if you see a picture for the military you might see someone in in these %HESITATION in this uniform but in a very very movie style picture %HESITATION and it's not always like that up for the most part we not soldiers I I'm not a soldier I'm a sailor which %HESITATION is is different than what many people think of the military when you think when many people think the military they think of full metal jacket you know without your hard hat your your your helmet and you know walking around with a gun and tell you truth I've never you know picked up a a machine gun of the best I got was like a little laser pointer into town %HESITATION otherwise on I I've never I've never seen it done so the real military is a wide range of jobs %HESITATION you have people who are working on the weapon system yet people talking languages yeah people %HESITATION down in the nuclear plants yeah people better cooks %HESITATION get people showing the jets how to move but %HESITATION what's really presented what's romanticized is a the basic soldier you know the army style them for the marine style so and maybe some kind of different in a good way 
What makes the navy different than other branches of the military?,the navy is different than other branches in a lot of different ways but I think about the second or third year that I was in the military I would that I was in the navy %HESITATION I I start as for different types maybe five did you consider the Coast Guard so if you want to be the soldier that you hear about in the movies I've been joined the marines they work out a lot more than the first people that %HESITATION start to fight the war on you have to you know you'd be pretty strong and pretty brave arm in other matches too but more so for the for the marines %HESITATION if you want to be similar to the marines but you want %HESITATION you want a tough lifestyle you want the you know the rough rugged %HESITATION fighting but you're more mechanically oriented you can try the army so the army that's when you drive in tanks that's when you set up communication systems in the middle of the desert %HESITATION so so the kind of marines but they're not the first ones out there %HESITATION if you want %HESITATION kind of more civilians style job I've been joined airforce %HESITATION airforce is known that you it's known that you have some of the best equipment %HESITATION Frances at Travis airforce base that excellent golf clubs they have %HESITATION yeah basically nine to five job you can kind of sit in office many times it's not always that case you know you can find lots if it doesn't get any service but this was this is what was going on in my mind second year doesn't it in in so the navy is different from all of those so for instance when you're on the planet when you're six months when you're in travel around in the middle of the ocean for six months it's not like you're working out every day %HESITATION also it's not %HESITATION ninety five job in an office because you're working pretty much like the whole the whole day you know and it's not been an air conditioned office sometimes it down in the middle of the plants %HESITATION the thing that the navy has going for it is that you should be very technical %HESITATION should %HESITATION you should know your job better than any other civilian counterparts so if you want to be known as someone who's like a pretty bright with when it comes to computers when it comes to a problem mechanical components kicks in machines then the neighbors the neighbors 
What are some of the common misconceptions about your field?,some of them common misconceptions about being in the navy or the biggest one I hear is %HESITATION well how often do you swim and it's a villa I can't I can't even swim in exec let you know you're in you're in the navy yeah yeah I know it's not like %HESITATION here in the middle of the ocean and then you jump over the edge and you know like have a have a swim call anything you don't I I didn't really touch the water so let's so thank you John so many boats and you don't you know like touch the water at all up for being the navy that that's a trip for a lot of people 
What are some of the common misconceptions about working in nuclear technologies?,something that I get asked pretty often about my job being a nuclear technician is allowed to get through press the button and I always have to explain %HESITATION sunlit uses me as a nuclear technician I don't really work with nuclear bombs %HESITATION they get that confused I didn't know column in fact when I joined the military I thought I was gonna be working on nuclear bombs but %HESITATION the nuclear technology field is something different we were coming into so the nuclear technology that we're working with has nothing to do with exploding at all 
What do you do in the navy that is different from what you expected?,is very different than what I expected when I joined %HESITATION I didn't really know that much about the military my father was in the army and I should have had some of it including what I did but I I never you know I I barely visited when he was %HESITATION in the army he just came home and you know the careless so I had that same %HESITATION understanding that most people think about when they hear about them the military that is that gonna put on the hat going to wear these clothes and wouldn't you know go to foreign countries and fight wars so I did fight wars but I never really visited the country itself %HESITATION my war was on ship itself upon another an aircraft %HESITATION owned by American so I didn't ever go to Iraq I didn't ever go into Iran I didn't ever go to Saudi Arabia go to those places but I still popular so that's kind of different than what I was expecting I also %HESITATION bite into the mentality that everyday is gonna be like P. T. there's good training good for you there for me but I you barely work out %HESITATION you are suppose to keep in shape so if you get overweight and you know that could be a problem but %HESITATION for the navy at least yes as long as you're you meet the standards in their in their training which happens every six months %HESITATION they make sure that you're not overweight but you can do push ups and sit ups then you get to go and some people actually %HESITATION they kind of skate around the system so %HESITATION people are a lot less fit than what I thought I would be doing I thought I'd be like super buff you know models out but it's it's not really expected to be a 
How did your work day change over your career?,when I started my career then why wasn't he three which is the third rank that you can be in the hierarchy %HESITATION not a lot was expected of me %HESITATION I get to work they say go fix this pump go work with that guy and then at the end of the workday around like four five o'clock then %HESITATION I did not that much was really expected of me they'd be saying you don't just go to your bed or %HESITATION we'll we'll see you later on it depends on where the on the plane or whether you're stationed at home %HESITATION like you might have to work maybe one or two hours extra every other day however as %HESITATION I progressed when I became %HESITATION and he six which is a first class or a chief which is any seven then after that number work day of telling people what to do you know you're here there this seems at times that as they are on you have to do like the follow up at the end so for instance are they get done at the end of the day so now that we have that information while they get to go home where they get to like you know to have that downtime you have to go report that to other people yet to do the paperwork %HESITATION that other people are requiring so %HESITATION it's yet the wait till the normal work is done and then you have to add on supervisory %HESITATION tech %HESITATION specialists specialization that it did you at the very end so you work more as you get higher in the rank 
How has your view of this line of work changed over time?,chains for the military and a couple of ways the first way is that I understand the different roles of the military now before I I just thought we were just one big group you go fight a war and I didn't know who did what but now I I see where we stand globally %HESITATION %HESITATION as far as like what branches do what service aircraft people they stay pretty much on United States soil eminence in huge ships so do logistics %HESITATION marines they're the ones who keep in really good shape so that they can go ahead and get that first pushed we start the war always start a battle %HESITATION we have the the army people who likes to provide support to the marines and they find themselves to you know but they're the ones like you got to stop so like if you start to learn all these things and %HESITATION later on as a supervisor you get you get more information about why we are doing %HESITATION so for instance why we're fighting in Iraq why we are %HESITATION sending these planes over there and how the aircraft carrier can support them as opposed to like when you're you know press on this ship my god I don't know I'm just here on this boat %HESITATION obsessive thoughts that popped that's all I know so if you get more knowledgeable about things they wanted 
"Where did you have to move in your career, and how did that change things each time?",I moved to la when I was in the military and I'm really happy about that because %HESITATION I keep hearing about America and how it's different in different places so I got to visit the four corners of America and I got to see the different lifestyles so I grew up in Alabama which is like down south on you know black community %HESITATION everybody around me my neighbors everyone was black in them you know you go to school that's next but I don't see that %HESITATION I grew up some of my time in flint Michigan which is %HESITATION %HESITATION very urban place but it's on the poor side so %HESITATION that that glove argued I know about that and %HESITATION when I joined the military then my first school was in a trust in South Carolina which is another down south place but I got to see you know it's looking more or mixed then I went up to New York Albany which nice green country %HESITATION and I got to visit the other New York City you know very often so that was really cool for me %HESITATION to visit such a famous place %HESITATION later on I got station in in San Diego and it's %HESITATION super hot book it's good temperature it can be very hot as opposed to New York which was freezing cold %HESITATION and it's a very big city you know if it's my style of our I'm not I'm not a country backwoods boy you know like I climb mountains and and hunting I I I look city got myself so I got to see San Diego which is like I'm from California recently so that's my tree and then %HESITATION I finally got to visit our remit to Washington which is in %HESITATION down the middle of Washington state and it's it's it's kind of country %HESITATION if you can hold out bigger houses there you know for a much cheaper so it's much less expensive in California and I had a lot of people who to be Californians but then they you know changed over to Washington because the life is life easier they like having of the five bedroom house with a big %HESITATION green yard for the kids to play in and nice and quiet of neighborhoods you know and so on but a lot of people change so I got to see all those and eventually I I realize out of all the places that I visited in America I'm a California 
What do you find unique about your career field?,my career field is very very mean %HESITATION from what I understand sixty percent of the nuclear technicians out there in the world come from the navy so %HESITATION I'm a nuclear technician %HESITATION I don't think that I would have had his training had I not joins the military itself so of being a nuke is very very specific you know that there aren't that many places that have it there is a nuclear power plants %HESITATION up along the edges of America and they're the subs in the ships of the United States Navy so that's where you need to 
Are great practitioners in this field made or born?,great practitioners that this field made or born I would say that it's a little bit of both %HESITATION now there there's some %HESITATION psychology here I I I I I do believe that when you're born you have certain innate abilities comes from your mom and your dad comes from the race on some of us are different skin some of us are taller shorter on some of this argument stronger %HESITATION based on your jeans and I also think that like your mind is on their business it follows the same trait you know like %HESITATION everybody's different %HESITATION some people are our artists when they're born some people are engineers when they're born %HESITATION however it depends on how you grew up so you can take someone who's an artist when you know in in as as as a kid and then you can train them through through their lives to become a great engineer now maybe they might not be the best engineer because it's not in their in their bodies but they can do a good job a great job in fact so on it's a combination of both depends on whom I'm you dad worked %HESITATION hopefully you got that training whatever training that you want to be and later on in life but if you don't then the military who realizes this %HESITATION can train anybody to do anything so some people will have to do a lot more work %HESITATION to achieve their goals on some people can %HESITATION princes joined the nuclear field like I am and you can give respect some people might have to put in the work but regardless of that fact now they can take anybody whether you're an expert from birth or whether you use you need to put some time in it and I'll make sure that you do the pipeline so that you can do the job well 
What priorities would you recommend for a person entering this field?,some of the priorities that I would suggest person when entering the field %HESITATION blow me personally what what I found out that I was going to become a nuke coming to clear technician on I guess I wasn't an adjoining for about seven months or eight months so I took some kidney college classes %HESITATION to kind of brush up on some the physics in the map and I have to tell you that that was %HESITATION a very big benefit %HESITATION I know anything about physics like for instance %HESITATION I didn't know like what happened gravity and shooting bullets and stuff and some uncommon things of that we got the wrong place because I took those college classes that help me prepare myself better to do well in a school that did well in school that you know what set me off on on on the career path later on %HESITATION but it's not just like nuclear technician that could be imprints it's on electronics technician you might want to brush up on some your voltage and you're currently resistors could be a cook might want to brush up on like the different specialties of the it is that's going to be using or you know have some other kids out there like what does it take to to be good at my job %HESITATION so it's just gonna understand the field it's going into and tried to learn about his much of it as you can beforehand 
How fair are the expectations of you as an employee?,so the fairness in the navy %HESITATION it I have to say that the military is fair however they have some some intricacies that I have to say so for instance let's say the economy does poorly then the president is to blame now no one's going to say well you know president you are the one that caused that that entire CD to a %HESITATION be downgraded %HESITATION if it wasn't his job you know like maybe is the president before him however he takes responsibility for so there's a lot of responsibility taking for things that you don't directly control but because it was under your guidance you are the one that %HESITATION could people look to %HESITATION whether it was your fault or not so if a for instance my military unit %HESITATION has many people that aren't physically fit David I think chief what is wrong with your unit now I don't have any excuse I could say well you know I tell them to work out and they just don't listen I can grab him by the collar in like try to run with them black in the ends of the people that are working for you it's there it's in there it's under their cognizance and you you just take responsibility for so is that fair in in many cases you might not think that it is that it is fair but now that's a system that we played by and as long as you're familiar with those rules then that kind of motivates you to be more involved in the in the in the things that your supervisor to make sure that the goal right 
How accepting of failure is this work environment when a good and honest effort was made?,if you try your your best or you follow the directions as good as you can then in our you have my word you have nothing to worry about %HESITATION if if something goes wrong for instance like let's say that there is there's %HESITATION piece of equipment that doesn't work the right way and can complete your mission then of course they they might say you know what like you should have done more for in a man inside or should elect looked at it better but no one's going to fault you for that %HESITATION if for instance %HESITATION so something else goes wrong that you tried your best to complete and %HESITATION if for some reason it doesn't work out the way that you respect then you might get talk to you might get %HESITATION you know because the responsibilities there %HESITATION someone has to blame someone and it could be you but you won't get punished for it which is our something that very proud about %HESITATION for the navy if they're not gonna on then I got a bass people for doing quality work 
What range of tasks and opportunities does this field present to allow me to grow?,so when you come into the military from day one you provided with many opportunities to %HESITATION to grow and expand yourself so even in boot camp %HESITATION some of the attacks that they provide for you %HESITATION that they ask you to do are kind of complex so some people let's say they were really good in in high school it can be very easy for them they understand the math lesson while they understand how how the physics works a %HESITATION type and not %HESITATION but for some people it could be the first time that they've ever seen it in their lives on maybe they've never even been on a ship before you know so be a lot harder for them so %HESITATION the cool thing about the navy is that it gives you all the resources that you need %HESITATION hands down so if you don't need it then you probably won't use it but if you do need it then %HESITATION it's all a matter of asking a chief Hey where can I get help solid matter of going to your local library and getting that look like the biggest thing is that there's gonna be someone to your left and someone to your right that can work with you hand in hand to make sure that you complete your job but the media doesn't want is someone who %HESITATION can't do their job who is trying to do their job because that's gonna get someone killed so they make sure that %HESITATION when it's time to not withstanding a ship what it's going down and %HESITATION and fixing the pump %HESITATION they're gonna make sure that you can complete your job and if there's any questions later then they're not allowed to do it so 
How satisfied have you been with your bosses in your career?,the boss of that I've had in the navy have been %HESITATION buried some of them I've got along with %HESITATION greatly but %HESITATION others the in many cases it it depends on the type of personality that they have and just like with anyone arms you make friends sometimes you make enemies out if you can say that %HESITATION some of the most people are just some of the middle so the people that you would have a beer with %HESITATION inner life are those the people you can joke around with those that you to understand your personality and %HESITATION they're the ones who respect your you work the best %HESITATION however I gotta say that many people think that the military can be political so %HESITATION Francis you could have a rec center that has like four or five people and then you can have a supervisor for them and you can see that the supervisor has a better communication with you know two or three people in the unit so the quiet person who barely ever talks that supervisor to get frustrated in the fact that his work isn't being %HESITATION is it being recognized the way that it's so I've had that personal problems to %HESITATION but it is what it is you just take an average of your whole entire career %HESITATION sometimes going down you know be a superstar sometimes are gonna be kinda like the bottom of the list %HESITATION but for the most part as long as you you present a good effort then you'll be successful and I needed to achieve so it seems like most of what I've been doing a lot with my bosses has been on the positive side of of them 
Describe the technological environment in which you've worked.,not many people can %HESITATION have all of the all of the work the work specialization that I've had %HESITATION I've been down in the plants and I've used lots of different %HESITATION divisiveness principal meter oscilloscope on many things that electricians mates used her check all the lights duh components %HESITATION pumps the bouncing around in %HESITATION other people have in the navy have similar similar stories to %HESITATION 
Describe the technological environment in which you've worked.,so some of the technology that I worked %HESITATION we're done with in my career as a nuclear technician %HESITATION it's kind of divided into two parts on because the nuclear technology Phyllis divide into two parts the first one is electrical things on electricity is made so I used many components like a walk me terrible meter oscilloscope he's all equipment that used up %HESITATION touch things around the plant so I can get readings on them see see what the oil level is see what they're up voltages see what the current us see what the power is %HESITATION so they're really used %HESITATION off throughout America has as electors as me has like treasons use them %HESITATION the other part of my job the nuclear technology field is very very specific most of the time %HESITATION but if you think of Homer Simpson he %HESITATION was a nuclear technologists %HESITATION it's very it only deals with things that %HESITATION the uranium cycle can do to make power so %HESITATION like some of things that I worked on deal with the nuclear part of the aircraft carrier and the way that it makes the ship run so for instance it makes electricians makes electricity things I don't with Bob turbine generators %HESITATION the nuclear field that the nuclear technology there have carried make steam so the steam with power lots of different things all around the ship so on all of the ballots that it takes to make sure that this thing goes the right places products a spin pumps or it's a move the screws up aircraft here so that I can look through the water of those are things that I also dealt with as far as my technology 
What is your opinion on nuclear energy and its future?,with nuclear energy maybe because I have a bias because I went to the program but %HESITATION what's really pushed upon us is that it's very safe it's one of the safest %HESITATION ways to make %HESITATION energy %HESITATION that that we have now there is a concern about nuclear waste and of course you know we we have nuclear waste at the end of the other countries life cycle but it's controlled it's you know in a certain spot and we need %HESITATION put in the middle of the ground as opposed so let's say charcoal which print produces fumes in the air %HESITATION as opposed to %HESITATION sunlight which doesn't provide the energy that it %HESITATION food service here that it has to to produce as much as the %HESITATION nuclear power that is %HESITATION as opposed to women which requires these big things in far off places so nuclear technology that can be built anywhere in the safe manner and in effect the navy has %HESITATION a history of zero incidents of our nuclear failures again in our life so but didn't the navy's crater so we're really proud of that I think that nuclear technology should be the way to go for our future future energy needs however I do understand people's %HESITATION hesitation with taking on nuclear nuclear power especially with the things that happened in Japan by the great Japanese earthquake on into does eleven so it's been a big %HESITATION problem to try to pick up all of the all the pieces there in fact I still have problems it has been you know like on eight years later however that's it took us huge natural disaster to cause a problem that day so whether it's charcoal with its sunlight you know no matter what when you have a big earthquake like that then I think that is going to happen but otherwise nuclear power is one of the safest ways to make managing that I know of on and that's what we talk 
What organizations were most helpful to you in your career?,the organization's most helpful to me %HESITATION number one has to be %HESITATION military healthcare system so %HESITATION I I think I hurt my thumb household like sprained my foot really bad and %HESITATION one thing that you don't really have to worry about being in the military is top of this head to the bottom of your feet it's all taken care of %HESITATION not to pay a little bit more for your family %HESITATION but that the rates are really cheap and %HESITATION it's it's very convenient super comedian %HESITATION another weird thing that I think of another association I think of when I think the military that's actually on our how fun level is in that we are not in the BR I would have a huge a hugely different impression of the military but the throughout my whole entire career if everyone something cool if I ever wanted to bolt if I ever wanted to go hiking skiing camping up there right there super friendly people %HESITATION to make sure that our work outside of our hard military life is rewarded and finally I have to give my credit to the U. S. so whenever I go to an aircraft carrier they're the nicest sweetest people that give me hot dogs and cakes and cookies they provide me a place to sleep they allow me to put my bags down especially when I want to walk around the aircraft here without being over burdened I see other people out there you know like a waiting in these long lines back up against the wall you know with the kids and then I see the U. S. so people of military families have the time of their life you know %HESITATION even though it's a five hour flight so you know that's up to you SO 
What is MWR?,MWR stands for morale recreation and welfare %HESITATION that's basically the military's %HESITATION easier association are you going there you ask him anything from you know hiking the quit mid camping equipment %HESITATION maybe they can so you place to shoot guns they can if they're in a in a foreign country they can tell you all the different places around %HESITATION that you can %HESITATION basically enjoy yourself so princes in San Diego they sold us where Disneyland is Disney world is the world %HESITATION you know how to go to Mexico safely how to go to Las Vegas are all the things that are around the legal and %HESITATION and they also give you cheaper rates usually %HESITATION then civilians can get so basically if you're in any place that has a number of you are that's the first place to go when you want to try to do %HESITATION something find out in the community 
What is USO?,you are so it stands for the United services organization there are I don't specifically know like why they were formed but I I know that a lot of people who are associated with the military before maybe they had %HESITATION maybe they're veterans themselves maybe it's the wife of someone in the military maybe it's %HESITATION someone whose %HESITATION just has a lot of respect for the military like they come in they volunteer their time so show their respective %HESITATION to the military in lots of ways the way that I know is that they're at aircraft here often there at airports and %HESITATION we have a little building up to the side or maybe they're on the second level of the airport where you can go in and you can arrest you can eat some of their food you can have conversations with other people on similar flights and %HESITATION that's really on it's really convenient I'm I'm sure that we do other things as well also I wanna give them credit for that but on the way that I know them is from their support at their at the airports 
What kind of risks do you need to take in this field?,you might want to try to develop yourself into the best sailor that you can be %HESITATION and when you do that when you want to try to do that that means that you have to take on jobs that aren't usually easy so it all began when I joined the join the military at first I had the opportunity to take %HESITATION normal jobs slightly higher jobs and in their most advanced field %HESITATION nuclear technology so that's what I told you I didn't take the easy route and I kids and for me it worked out really well %HESITATION as I became a nuclear technician then Tom lots of jobs start popping up for you so again you have to decide well do I want to have easy lives %HESITATION have have a normal nine to five job to I want to you know go home after midnight or should I try this supervisory position that you know you hear that the have to stay home you have to stay on the ship later theft %HESITATION have more responsibly put on them they're blamed lot more for things %HESITATION so physically have to make your life where some people would say but I think it's just more responsible I'm just like with any job you know the more responsibility you take %HESITATION the more risky capital getting in trouble you know now %HESITATION because you're taking care this work center you blame for that works and if something goes wrong however if you can do your good job and have that work sooner be better because of you you know you can tell the people what to do and they have less of incidence of failure %HESITATION tele like bring your boss down there and say well this is the way it used to be but I told this person to do next personally why and now we have this person's this person is better because of that so now that that supervisor that's afraid you will give you no word for that so the only way to a you know progress yourself to become achieve CG for mass achieve is to put yourself in that role to take on those risks of failure and ultimately reap the rewards 
Should I go to college before or after serving?,I went to college after I did the military %HESITATION I think that that's one way to do it but you have %HESITATION wide range of opportunities for college if you ask if you should go to college before you start serving that depends on what you wanna do if you wanna on how very good enlisted career %HESITATION and you don't plan on becoming an officer then I suggest that you join the military right away officers need a college degree so if you get the cause to be first I then you can become an officer as soon as you join in the military you can like applied to become an officer and every year thereafter however he probably wouldn't start your career four years later you know so that could be a hindrance if you wanna have a full in the secret %HESITATION for people that aren't sure what the what they want to do I still suggest that they join the military right away because you can go to school while you're in the military %HESITATION I took a few classes myself so %HESITATION if you decide that colleges are free of that is that you didn't waste those four years %HESITATION also military can be freed up will in many cases it can be very very cheap they have the stock tuition assistance I can %HESITATION reduce the price by a few thousand dollars from ultimately make it free and you can down take lots of classes during your off time so that means you can kill two birds with one stone looking at the work experience and can do because at night time %HESITATION for some people like me I didn't want the military work so I interfere with my school I want to make aids so that's why you know I want to go to school the entire time that I was in the military I waited until I got out so so I could use them on damage ideal so I can go to a very expensive university it's that I can really focus on my public school without worrying about work in the mill so between going to school in the beginning if one become an officer when school during your career if you're thinking about making the military for itself for doing college at the very very end up so you can enjoy the mother which I build the nine eleven personal though post nine eleven benefits and all the free stuff %HESITATION yet to decide where you fit in that range 
How can your work change the world?,I think that that maybe can change the world the military can change the world and ultimately America can change the world if we use that's a huge %HESITATION money that was bidding for the military wisely so America spends I think what six hundred billion dollars per year which is from what I understand like us several times more than any other country %HESITATION it's made for the next six countries combined total of that's what the military skins so what are using that money for %HESITATION I would say that it's police in the world we we make sure that we have a huge military so that there are huge fights breaking out all over the world like %HESITATION use that the you know two hundred three hundred years ago on because there wasn't a main force then you have England attack France Iraq attack Saudi Arabia I'm making up countries but you understand that there's a there wasn't a global force for good kind of making sure that everybody isn't going crazy with all the taxes so yes America does attack itself to and %HESITATION there's there's an ideology behind that but ultimately as long as %HESITATION America can control the huge fights that break out then I'd say that people for the most part in most countries will and it will appreciate that protection that were providing 
I hope so,I hope so 
I'm sorry,I'm sorry 
I'm sorry to hear that,sorry to hear that 
Thank you,thank you 
I understand that,
I went through something similar,I went through something similar 
I am not sure,I'm not sure 
I can't hear you,
I don't understand,I don't understand 
Can you repeat that?,can you repeat that 
I don't have an answer for that.,I don't have an answer 
Can you ask me something else?,something else 
It would help if you could keep the questions short and simple,it would help if you could keep the questions short and so 
Can you rephrase the question?,raise the question 
I can not predict the future.,predict the future 
I do not want to speculate about the future.,I don't want to speculate about the 
I don’t know what that is,I don't know what that is 
I don't know who that is,I don't know who that is 
I am not going to talk about that,I'm going to talk about 
I am not here to talk about that,talk about that 
Anything else?,
