ID,topics,text,question
s001p005s00065604e00075612,First Steps,"the first thing a leader must adjust who would be stress? This job and this career path is very stressful. So you will have to learn how to operate and live with stress. Constant nonstop stress. How do you do that? Um, you prioritize certain things and you learn new techniques. So one of those things would be time management. You have to learn how to balance your time between certain activities at work, certain stresses at work, certain things that work and learn when to shut him on and off, you know, accordingly. Um, also finding a time too, Uh, focus on yourself, which are mental and physical hill in your home life. So those things will help help a leader, balance and stress and time management.",What are the main things that a new leader must learn and adjust to?
s001p005s00084804e00095223,"Background,First Steps,Priorities","As my career progresses, I think I've found more balance. Early on, I was all career based career focused on, so if it didn't involve me progressing in the Navy, then I kind of put it on the back burner and I'm pretty sure I'll talk about a little bit later. But, um, I think as time is going on and I'm getting a little older, my priorities are kind of balancing out where I want Ah, home life as well as a an established career. So I was privileged to have a conversation with a senior once, and this is very recently and I would discuss retirement. And he mentioned not being the only one at my retirement and that kind of hit home as saying, like when you get older, you don't wanna focus so much on your career that you alien nature of friends and family to where you're the only one standing there at your retirement","How have your priorities changed as your career progresses?
Do you think differently now than you did at the start of your career?
Has your work shaped your priorities?
Have your priorities changed throughout your development?
In what ways have your priorities adapted to your career situation?
What priorities do you have now that you didn't have earlier in your career?"
s001p005s00101220e00112403,First Steps,"to make a change in the team were basically discussed and changing the culture s. So how do you change that culture? I would first say would be leading by example. The second thing would be be in prison So you can't change the culture by my not being there. So you have to be around the sailors. You have to be around the personnel. You have to be there when they're going through rough times. You have to be there during the best times. Change that culture. They're gonna look at you as an example of what to do and what not to do in situations. Uhm as time goes on and as you progress in your your tours you'll start to notice that sailors will watch every everything that you do and what you say. And eventually they'll come to you and ask you for advice, sir. How do I do this? Sir, if you were in this situation, what would you do? And that's how you change culture. It takes time, but you leave by example and you stay present You You will eventually move that culture on being a more positive and productive environment.",What does it take to really make a change in a team?
s001p005s00114321e00123723,JobSpecific,"my view of this line of work, it's it hasn't changed that much. Um, again, you just kind of go into each and every situation each and every tour, looking too affected positively and the things that you learn and the things the ordeals and experiences that you go through it you just take it on as a learning experience, something that you could add into your toolbox to help someone or something going forward. So my outlook on this career it is still the same still move, headed out to save the world or help someone save the work. And just to be in incorporate a positive and productive working environment in whatever command, a situation that I'm going into.","How has your view of this line of work changed over time?
Has your opinion of your job altered?
Has your view of this work changed and how?
Have you changed your opinion about this line of work and if so, how?
What about your attitude change concerning your profession?"
s001p005s00130415e00145528,"Advice,First Steps,Priorities,OTHER","all right. So for person entering this field, I'll give you three priorities. The first and these are from 1 to 3. It may sound counterintuitive or kind of backwards, but you hear me out, the first priority will be self care. You always have to take care of yourself so physically, Mentally, emotionally, spiritually, financially. All five of those things are you should take those into account. Um when in terms of these powers, number two will be your family and friends, Your family and friends were allowing you for support. So be there for them as best you can. With the time that you have. Don't neglect him. Don't push them away. If you have issues with them or problems amongst each other, do your best to work out those conflicts and move forward. Your time on here on land with them is limited. So you always have to be a sea Ships will be at sea. Ships will operate so your time is limited. So spend what time you have with your family and friends and you know, joyous occasions. Number three in terms of Navy number three is navy. The Navy is 1/3 priority in my book simply because you can't take care of the Navy if you don't first take care of yourself and to take care of your family. If you don't take care of number, want numbers one and two. Your focus will not be on the Navy's mission, so prioritize those three. I'll fry Tito. I prioritize those three like that. Um, yeah.","What priorities would you recommend for a person entering this field?
Are there things that would keep me from doing this?
What most important for me to do?
What should I do first if I want to do this?"
s001p005s00150901e00154724,First Steps,"There's probably the biggest skill that I would say I needed. Toe should have mastered before at least attempted to would be add me. Uh, the Navy and the military in general is very ad man paperwork heavy. So if you don't have a clear understanding of what what's required of you and how Thio managed that the admin side off being a leader, uh, you're definitely going to struggle, so that's one skill I wish I would have mastered early on.",What skills do you wish you had mastered before entering your profession?
s001p005s00155627e00170219,First Steps,"the one question I wish I would have asked earlier. Um, and it's also another question that I ask off a lot of seniors is how do you get, How do I get better? Two. In becoming the person I envisioned myself being once I retire. So I think we all as human beings want to be the best husband, wife, father, mother, aunt, uncle friend, uh, commanding officer, Master chief or whatever it may be, you want to be the best at it. You want to be good at it. You want to be looked at as being a a, uh, leader in that field in terms off. You know how people look up to you, a role model in that field. So that's one question that I I wish I would have asked myself early on, even in childhood, is How do I How do I improve? How do I get better? What things do I need to do to become a better person?",What is one question you wished you asked earlier?
s001p005s00171717e00184505,First Steps,"as you progress in your career, you'll be privileged to Maur, um, information. And yes, that's important, in a sense, but not in the sense that you may think of. Of the key here will be, too, is how do you discern what to relay and what not relate to your peers and to your family and to your sailors. So you may be on some very secret squirrel mission or whatever it may be wherever it may be, and you'll have to understand what to say and what not to say to these people because, you know, let's face it, we all work better when we know what we're what when we know what we're doing and why we're doing so if I understand that, Hey, I'm doing, I'm fixing this whatever piece of equipment it maybe in order to, uh, I don't know, accomplished some mission somewhere. Then I'll work a little bit more at it. I work just a little bit more hard. I'll pay a little bit more attention to it, so you, as a leader, will have to find that balance of how to motivate how to keep your sailors and your peers motivated. But at the same time not giving him up enough, not giving him too much information toe where it may be, ah, issue going forward.","As a leader, how much more will I know about the overall goals of the work I am doing?"
s001p005s00193109e00203206,"Challenges,Military,Training","The most difficult part is all my training would probably be being away from my friends and family. Um, I'm a very, uh loving, caring, family oriented person, so there interact my interaction with them daily. Weekly monthly, however it may be, plays a lot into my my psyche, so not being able to communicate with them as often as I like early on played a big part of it was very difficult for me to, uh, um, like, operate throughout training or conduct myself throughout training. But it's a part of the job being in this career path. You spend days, weeks, maybe even months without seeing you're seeing or being able to converse with your family and friends. So as time goes on, you learn to manage and you learn to deal with it.","What was the most difficult part of your training?
Was it hard to learn what you learned?
was there a time when you had trouble learning a new skill?
what did you struggle with when joining the military?
what is the toughest thing to learn?
what was hard for you to learn for the Navy?
what was hard for you to master?"
s001p005s00210707e00214203,First Steps,"leading honorably is not. Trick is not difficult at all. Again, you lead by example. You do what, uh, you think is right. And my dad, he's every time I see him on when I leave home, he says the same thing. You know, stay true to yourself and do what's right. If you stay true to yourself and you do what's right, you communicate well. It's not. Not difficult, all the lead honorably, you'll never go wrong.",How you can lead honorably?
s001p005s00222312e00232508,,"conflict is normal all all around. A lot of people avoid it. Some people look forward to it, but conflict it's it's a part of job. Just imagine that you're you've got new personalities, different personalities, different people from all walks of life, all different backgrounds. I mean, it's Ah, it's kind of a Milton pot. So you put all of these people in one small area. You're bound to have a confident. The key here is to be able to solve that conflict and move forward and continue in a continue to operate in a positive and productive working environment. You don't have to be someone friends who worked with him just respect and respect them and be cordial. And that's how you just move forward. Just don't hold on to those negative issues and those negative thoughts in those, uh, those problems. Just solve it and move forward and just always be respectful","You are having a conflict in the first few days in your platoon, is that normal or no?"
s001p005s00250228e00264207,First Steps,"some good resource is to use before entering the fleet or wherever you may be hit. It would be to use your peers, use mentors. Those are two of my favorites. Asking questions from different and receiving different perspectives on certain situations always helps out. It's always a plus. Thio here, a mentor who's been in a situation, describe how they reacted on the things that the lessons they learned from being in certain situations. That's always a favorite of mine. There are tons of books and magazines and articles on leadership being in different situations. Look, look in the past, uh, there's a tons of situations off leaders and people throughout history who have gone through Ah, you know, different ordeals and experiences. Thio, you know, be successful as leaders. I took a class here at the Naval Postgraduate School my first quarter, and it discussed the, um, um, a disaster down on one of light headed towards like the Antarctica, an Arctic and about a group of sailors who were stuck down there for almost a year and 1/2 and the story revolved around the the Captain who got hit. He got his crew out of there So there are tons of resource that you used, Thio. You no further develop. But you again you have to take your ego out of it and listen and learn and read from a different perspective.","What are some good resources to look at before starting (books, videos, classes)?"
s001p006s00011104e00014411,JobSpecific,"most of my time at work was spent basically mentor or doing paperwork again. I kind of go by the notion toe lead by example on the way to impact a culture would be too have people seeing you doing with your request of them. And if they see you working, they're more inclined to work. They say you're doing the right thing. They're more inclined to do the right thing. So that's how I spent most of my time at work.",How do you spend most of your time at work?
s001p006s00043008e00044700,JobSpecific,"My first major leadership role in the Navy would be the repair officer role as an incident on the USS Lassen, but also I could compare that to being a big brother on and a role model throughout my community.",What was your first major leadership role?
s001p006s00072402e00085613,JobSpecific,"so on a typical day on the U. S. Has lasted as repair officer. My day typically started very early, anywhere from 4 to 5 a.m. dependent on the white schedule and depending on if we were in port or etc. Just kind of blend in a couple of things. The main thing was to be be present and to know before your bosses no, and always give out clear communication. So in order to do that, you have to be up early and make around. So I would get up early, get ready, you know, which includes, like you know, your shower and everything. And then you get up and you want you making rounds. Walk your spaces. Make sure that your sailor see you out there early in the morning. And I often head up to the quarterdeck to see if there are any issues of within my personnel or something that I need to be notified off after that, you know, grab a quick breakfast and just go see a division walk around before quarters, meet them at quarters, you know, just kind of playing out your day from there. That kind of goes around your wife's schedule, your training schedule and you're studying schedule because you're always qualified. You're always trying to qualify for something, so you have to fit those three things in White's division training, why it's division training and that this that was basically my day, every day.",Describe the work you did on a typical day.
s001p006s00091514e00102203,"JobSpecific,Military","the physical environment where I worked it very so. Typically has a first tour. You're standing bridge watch or combat watch, so bridge watch. Depending on where you are located in the world, it could be cold. It could be high. It'll be warm. It could be humid, but it was very rewarding because you could, you know, you're always privileged to have the sunshine or the elements out. Combat watches always cold. They have to keep the equipment cold, so going from the bridge down to combat is like walking from, say, asana to a freezer and sitting in the freezer off. During training. You're typically walking through the main spaces, and the main bases can reach upwards of 100 degrees on average because of all the machinery and all the fluids and all the heat that's generated, so it just varies. It depends, So you have to kind of be ready for, you know, everything","Describe the physical environments in which you've worked.
How are the settings of your work environment?
What are the usual surroundings for your work?
What environments have you worked in?
What is the environment like for your work?"
s001p006s00103313e00110217,JobSpecific,"um, for a typical week, I'd probably say about maybe 80. Depend if you're deployed. It's probably about 70 80 import, I say about maybe 50 55 on average, your typical day in port, you're probably working. I'd say about 12 hours a day at sea. I'd bump that up anywhere from 12 toe 18 hours a day.",How many hours do you work in a typical week?
s001p006s00111302e00121616,"First Steps,JobSpecific","so far his decisions. You're you're making split decisions like every two or three minutes. There's always something with the division that I, which was like I said about 26 27 people. Everyone has a personality. Everyone has an issue. Everyone has something going on and not to include the ship's schedule. Where there's training, where there's evolutions, where there's always something happening, and then not to mention, you have to stay and watch. You have to get your training and your qualifications in. So that doesn't include communicating with your boss's your supervisors, which are, You know, your second tour is your department is maybe even XO. So you're making decisions on where to go next. Who to talk to next? What to do next? Did I email this person that I call this person that I talked to this person? Have I done this? Have I done that? So they're split decisions made like every don't know, 30 seconds or so",What kinds of decisions do you make in your career on a daily basis?
s001p006s00123923e00141016,"First Steps,JobSpecific","a SZ faras problems. You deal with just about anything that you can think of mainly personnel issues or admin issues. I think those who are like the big ones, um, the third would probably be material which in which things break. And you have to establish, like a priority in which, what problems get fixed first. And who do you have to fix? What problems Manning issues. We need these three people to go here, but we have this evolution going on over here. It's just your problems can range from personal and would say, sailors, family member, you know hasn't having some issues. And you have to literally like, you know, stop what you're doing to make sure that they're focused to do the job that they're supposed to do, as opposed to focusing on what's going on back home. So you have to be well, well rounded and well versed and very patient when it comes to dealing with a multitude of problems. Always tell people to be the be the eye of a storm. Basically, you know, stay call, think things through and do not react how you feel the most of the time",What kinds of problems do you deal with?
s001p006s00145412e00171915,"First Steps,JobSpecific","Okay, I give you a great example of what? What's What was a typical day? Um, I would like to say we we were pulling into maybe Panama on deployment. And we needed this, like, this part that it weighed about £200 to We had to get it from off the ship, which was on the pier to the folks off the front of the ship all the way to the bottom of the ship in order to have an install. But this part weighed about £200. So I just come off watch and we were rounding up, you know, everyone to see if we can get this thing down there. And it took us about 15 20 minutes to round up everyone because people are scattered throughout the ship. So once we got everybody rounded up, um, we located a like a shaft that leads all the way to the bottom of the ship from the folks. So the idea was to have a crane load the part onto the folks and lower it down for us. Easy day. Well, wow. The crane was like bringing the part on board the shaft on the crane broke, so they had to set the crane down. So it was. It ended up on the folks who but we still had to get to the bottom of ship. This thing weighed about £200 of dead weight. So we were, um actually, you know, being rushed. And, you know, the captain just kind of walked through and just kind of noticed, like, what was going on. So he ended up giving me that look like you know what you're gonna do now, right? So we had everybody there, So we grabbed a boast of mate and asked him to tie a few nights. And we are tired of the part, and it took probably about 10 of us, and we horsed it down. I think it was about maybe, like, seven flights of, uh, upstairs or something to, like, lower it down to the bottom of that ship. And after that, we ended up going to another evolution because we were inter import. So we had thio get out how the hospital service is hooked up and you know your water and fresh water. You're great water and all that kind of stuff. It was just like a typical day, you know,",What is a story that really shows what it is like working in your job?
s001p006s00173128e00175420,"JobSpecific,OTHER","the major benefits. Ah, of doing something like this would be experience and knowledge and also being ableto, you know, teaching you to be resourceful. But at the same time, it also teaches you to deal with a lot of stress, and if you can handle stress, you can handle almost anything.","What are the major benefits of doing this kind of work?
Is this a good profession?
Is this work any good?
Tell me something you like about the navy.
What are the positives of the Navy?
What benefits are there to joining the Navy?
What do you like about the Navy?
What positives came out of your work?
Why is the Navy a good option?
i want to know about the navy
what are the benefits of being in the navy?
what is good about going into the Navy?
what's your job in the navy like?
why do you like your job?
why should I join the Navy?"
s001p006s00180212e00184920,"JobSpecific,OTHER","the major negatives to doing this kind of work would be stress. You deal with a light day in and day out. Um, and sometimes it may feel as a CZ. If it's too much to handle. You don't sleep much. Um, you're always on the gold, so you kind of your mind is almost retard and how it operates. So you're you spend a lot of time like even resting, trying to slow your mind down and, like, operate out of normal level. So it's kind of tough toe decompress at times when operating and working on the under a an environment like","What are the major negatives of doing this kind of work?
Are there negatives to the Navy?
Is there anything you don't like about your job?
What are the cons of serving in the Navy?
What bad things are there in the Navy?
What can happen in the Navy that is a bad thing?
What did you sacrifice for the Navy?
What did you sacrifice for the military?
What do you like least about the Navy?
What is the worst thing about doing your job in the Navy?
Why shouldn't I join the Navy?
so you didn't like the Navy?
tell me what you don't like about the Navy."
s001p006s00200114e00211905,JobSpecific,"in a typical year. Travel basically depends on whether you're on sea duty, on shore duty, my shore duty or Mitzi Duty. I would say I was going probably nine months out of 12. We went on three patrols, which were about three months each, and the one month that we would have import was spent preparing to go back out to sea. So you definitely traveled a lot. I went to probably maybe 78 different countries. Way went to a lot of different ports. It was definitely a fun experience. It was an awesome experience. Stressful did a lot of work. But, you know, we went to places like Korea, South Korea, Malaysia. I'm forgetting a couple names. You don't want to a place a few places in South Japan. Afterwards, we traveled toe. Why San Diego Mexico stopped in a few places to refuel, even went to a small island called Cy Pain, which was also",How much travel do you do in a year?
s001p006s00212824e00223827,"JobSpecific,Motivation","was not to love about my job. I think the big three things that come to mind would be the experience and guidance that you offer that you're able to offer fellow sailors. And that would be, you know, subordinates, peers and sometimes even seniors. You know, outside of that the travel I've been and been to places and I've seen things that you know my parents will never see have never seen. I think it's helped me grow as a person tremendously. Another thing would probably be the benefits that come with being a serviceman. The pay not to mention, uh, the, um, career development, but also the opportunities that come with being a sailor, which would be, you know, the networking opportunities being able to, you know, I have friends all over the world, family, all of the world.","Why do you love your job?
What do you love about the Navy?
What is good about what you do?
What makes you love your job?
Why do you enjoy what you do?
Why do you like what you do?
do you like what you do?
what do you like about the Navy?"
s001p006s00225224e00233304,"JobSpecific,Misconceptions","So one thing that's romanticize about being officer is actually the range. A lot of sailors. When you're in tough decisions or say you're in a vision or department, you have like a huge inspection coming up or, you know, and they're your divisional departments having some issues, the common thing that you'll hear a lot. Iss Hey, that's why you get paid the big books, you know? So it's Ah, very, very romanticized Thio. You know where the rain But there's a lot of responsibilities that come with the rent, so I think that's probably the main thing.","What gets romanticized about your career field that really isn't that great?
How is your job worse than what people think?
What do people think is good about your job that really sucks?
What is exaggerated about the Navy?"
s001p006s00234108e00244020,,"I think one main misconception is that your that you operate with a sort of privilege and that you're like born into like this opportunity, that you're just different, that you're special. I think that's the big thing I liketo believe. And I really do feel this way that I'm just like you. I'm just like anyone else who I'm serving with. It's just I had a different opportunity. Someone told me about a program that this person didn't know about. Someone gave me opportunity tohave this chance to, you know, serve, serve our country that someone else didn't know about. So I think that's the big thing. Is that your sole special and that you're different? You're like you're cut from a different cloth or something like that. But how big a difference","What are some of the common misconceptions about your field?
Do people get the wrong idea about what you do?
Do the movies and TV portray your job well?
Do you know how to swim?
How are people fooled about what you do for a living?
Is you work as stressful as it is shown on TV?
What are the myths about what you do?
can you swim?"
s001p006s00245417e00252416,"First Steps,JobSpecific","Um, I don't think there's anything different. I've always approached being a leader by being humbled by being almost like being being a follower first. If you can follow, you can lead. So if you leave with empathy, you understand how how it fields or what it's like to follow someone, then there's really no difference.",What do you do now that is different from what you thought you would be doing?
s001p006s00253911e00262502,JobSpecific,"over my career. My word. They changed based on the demands of the command and on the the the commanding officer. So that's typically how your work they will change. So how you operate and approach your work day prior to deployment will be totally different than how you operate and approach the workday after a deployment. And the same can be said for dealing with inspections prior to inspection, say an insert. You can expect that your command will have six, maybe even seven day work weeks. But you pass that inspection on that insert, and you can expect that your work there will be totally different.","How did your work day change over your career?
Compare you day now to when you started?
Did you like the way your work day used to be?
Has your work day changed over the years?
How has your work day changed over a period of time?
Is you work day different now?"
